School Number,School Name,Telephone,Email^,Principal*,School Website,Street,Suburb,Town / City,Postal Address,Postal Address Suburb,Postal Address City,Postal Code,Urban/Rural,School Type,Definition,Authority,Donations,Gender of Students,KME Peak Body,Takiwā,Territorial Authority,Regional Council,Local Office,Education Region,General Electorate,Māori Electorate,Neighbourhood (SA2 code),Neighbourhood (SA2),Ward,Latitude,Longitude,Enrolment Scheme,Equity Index (EQI),Total School Roll,European / Pākehā,Māori,Pacific,Asian,MELAA,Other,International,Isolation Index,Language of Instruction,Boarding Facilities,Cohort Entry,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,Glenview School (Porirua East),04-2377123,glenviewoffice@pen.net.nz,Lynda Knight-de Blois,http://www.glenviewporirua.school.nz,106 Bedford Street ,Porirua East,Porirua,PO Box 53052,Cannons Creek,Porirua,5243,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,240700,Cannons Creek North,Onepoto General Ward,-41.147127,174.867071,Yes,511,87,10,37,63,9,5,0,0,0.12,Some students taught in a Pacific language,No,No,Open
2848,Gracefield School,04-5695422,office@gracefield.school.nz,Kelly Barker,http://www.gracefield.school.nz/,Bell Road ,Gracefield,Lower Hutt,Bell Road,Waiwhetu,Lower Hutt,5010,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Te Tai Tonga,246002,Waiwhetu South,Harbour Ward,-41.231665,174.915621,Yes,437,207,113,68,39,49,9,1,0,0.11,All students taught in English/other setting,No,No,Open
2849,Greenacres School,04-2326445,office@greenacres.school.nz,Mike Thomas,http://www.greenacres.school.nz,Raroa Terrace ,Tawa,Wellington,Raroa Terrace,Tawa,Wellington,5028,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,248000,Grenada North,Takapū/Northern General Ward,-41.164324,174.838773,Yes,384,154,116,21,16,32,4,1,0,0.13,All students taught in English/other setting,No,No,Open
2850,Greytown School,06-3049007,office@greytown.school.nz,Paula Weston,http://www.greytown.school.nz,East Street ,,Greytown,East Street,,Greytown,5712,Small urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,South Wairarapa District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,257700,Greytown,Greytown Ward,-41.082514,175.460429,Yes,414,309,278,37,12,21,2,0,0,0.66,All students taught in English/other setting,No,No,Open
2851,Grovetown School,03-5786250,office@grovetown.school.nz,Eve Sutherland,http://www.grovetown.school.nz,Vickerman Street ,Grovetown,Blenheim,77A Vickerman Street,Grovetown,Blenheim,7202,Rural settlement,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,307400,Spring Creek-Grovetown,Wairau-Awatere General Ward,-41.481336,173.968885,Yes,440,67,59,16,2,4,1,0,0,0.50,All students taught in English/other setting,No,No,Open
2852,Hampton Hill School,04-2326509,office@hamptonhill.school.nz,Claire Hughes,http://hamptonhill.school.nz,Rimu Street ,Tawa,Wellington,Rimu Street,Tawa,Wellington,5028,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Hauāuru,247600,Tawa North,Takapū/Northern General Ward,-41.166068,174.822493,Yes,428,112,60,24,30,25,2,0,0,0.14,All students taught in English/other setting,No,No,Open
2854,Hataitai School,04-3861510,office@hataitai.school.nz,Michelle James,http://www.hataitai.school.nz/,Arawa Road ,Hataitai,Wellington,Arawa Road,Hataitai,Wellington,6021,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,253102,Hataitai North East,Motukairangi/Eastern General Ward,-41.298115,174.800728,Yes,365,217,169,25,6,39,10,5,0,0.13,All students taught in English/other setting,No,No,Open
2855,Havelock School,03-5742106,admin@havelock.school.nz,Nicky Cameron-Dunn (Acting),http://www.havelock.school.nz,47 Main Road ,,Havelock,47 Main Road,,Havelock,7100,Rural settlement,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,306301,Marlborough Sounds West,Marlborough Sounds General Ward,-41.280887,173.766556,No,462,39,33,8,8,3,0,0,0,0.95,All students taught in English/other setting,No,No,Open
2859,Holy Family School (Porirua),04-2377664,office@holyfamily.school.nz,Sue Goodin,http://www.holyfamily.school.nz,169 Mungavin Avenue ,Cannons Creek,Porirua,169 Mungavin Avenue,Cannons Creek,Porirua,5024,Large urban area,Contributing,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,240700,Cannons Creek North,Onepoto General Ward,-41.139873,174.859455,No,487,154,16,38,121,15,4,0,0,0.08,All students taught in English/other setting,No,No,Open
2861,Houghton Valley School,04-9393318,admin@houghton.school.nz,Luana Carroll,http://www.houghton.school.nz,110 Houghton Bay Road ,Houghton Bay,Wellington,110 Houghton Bay Road,Houghton Bay,Wellington,6023,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,254700,Houghton Bay,Motukairangi/Eastern General Ward,-41.334153,174.787650,Yes,366,200,164,23,3,13,7,1,0,0.22,All students taught in English/other setting,No,No,Open
2862,Hutt Central School,04-5660059,admin@huttcentral.school.nz,Michael Gendall,http://www.huttcentral.school.nz/,Railway Avenue ,,Lower Hutt,6 Railway Avenue,Alicetown,Lower Hutt,5010,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Te Tai Tonga,244000,Alicetown-Melling,Western Ward,-41.212431,174.891819,Yes,396,270,194,52,20,57,4,5,0,0.05,All students taught in English/other setting,No,No,Open
2863,Hutt Intermediate,04-9398800,secretary@his.school.nz,Michael Gillatt,http://www.huttintermediate.school.nz,Kauri Street ,Woburn,Lower Hutt,Kauri Street,Woburn,Lower Hutt,5011,Major urban area,Intermediate,,State,Donations may be requested,Co-Educational,,,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Te Tai Tonga,244800,Hutt Central South,Central Ward,-41.215243,174.913594,Yes,412,604,340,94,48,202,35,5,0,0.05,All students taught in English/other setting,No,No,Open
2865,Island Bay School,04-9393010,admin@islandbay.school.nz,Deborah Fenton,http://www.islandbay.school.nz,Thames Street ,Island Bay,Wellington,6 Thames Street,Island Bay,Wellington,6023,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,254000,Island Bay East,Paekawakawa/Southern General Ward,-41.335665,174.774940,Yes,371,335,298,36,19,40,16,0,0,0.19,All students taught in English/other setting,No,No,Open
2866,Johnsonville School,04-4787155,office@johnsonville.school.nz,Tania Cohen,http://www.johnsonville.school.nz,Morgan Street ,Johnsonville,Wellington,Morgan Street,Johnsonville,Wellington,6037,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,248600,Johnsonville North,Takapū/Northern General Ward,-41.219321,174.805557,Yes,391,344,162,40,38,134,30,1,0,0.24,All students taught in English/other setting,No,No,Open
2867,West Park School,04-4787074,principal@westpark.school.nz,Luis Echegaray,https://www.westpark.school.nz/school/,97 Broderick Road ,Johnsonville,Wellington,97 Broderick Road,Johnsonville,Wellington,6037,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,248400,Johnsonville West,Takapū/Northern General Ward,-41.224691,174.797294,Yes,392,246,100,21,15,120,10,3,0,0.26,All students taught in English/other setting,No,No,Open
2868,Kahutara School,06-3088427,office@kahutara.school.nz,Ariana Te Whetu,https://kahutara.school.nz/,990 Kahutara Road ,,Featherston,990 Kahutara Road RD 1,,Featherston,5771,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,South Wairarapa District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,257400,Kahutara,Martinborough Ward,-41.227188,175.340717,No,456,90,75,23,7,3,2,0,0,0.84,All students taught in English/other setting,No,No,Open
2871,Kapakapanui School,04-9025015,admin@kapanui.school.nz,Craig Vidulich,http://www.kapanui.school.nz,23 Rimu Street ,,Waikanae,PO Box 317,,Waikanae,5250,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,237600,Waikanae West,Waikanae Ward,-40.873785,175.054629,Yes,434,497,401,74,21,55,14,8,0,0.32,All students taught in English/other setting,No,Yes,Open
2872,Mahinawa Specialist School and Resource Centre,04-2384314,reception@mahinawa.school.nz,Sue McLean,http://www.schoolground.co.nz/kapimana,1b Takapuwahia Drive ,,Porirua,PO Box 50261,,Porirua,5240,Large urban area,Specialist School,Day Specialist,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,239300,Elsdon-Takapuwahia,Onepoto General Ward,-41.127220,174.830023,No,510,154,73,53,60,19,2,4,0,0.04,All students taught in English/other setting,No,No,Open
2873,Kapiti School,04-2985605,admin@kapiti.school.nz,Rebecca Power,http://www.kapiti.school.nz/,20 Iver Trask Place ,,Paraparaumu,PO Box 134,,Paraparaumu,5254,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,237800,Paraparaumu Central,Paraparaumu Ward,-40.914308,175.005021,No,477,101,42,23,18,33,3,1,0,0.14,All students taught in English/other setting,No,No,Open
2874,Karori Normal School,04-4767209,office@kns.school.nz,Caro Wills,http://www.kns.school.nz,Donald Street ,Karori,Wellington,Donald Street,Karori,Wellington,6012,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,250600,Karori East,Wharangi/Onslow-Western General Ward,-41.284073,174.741874,Yes,354,594,422,14,15,161,33,13,0,0.16,All students taught in English/other setting,No,Yes,Open
2875,Karori West Normal School,04-4766165,office@kwns.school.nz,Simon Flockton,http://www.kwns.school.nz,Allington Road ,Karori,Wellington,Allington Road,Karori,Wellington,6012,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,249401,Karori Park,Wharangi/Onslow-Western General Ward,-41.289454,174.722326,Yes,381,437,272,47,23,121,37,8,0,0.21,All students taught in English/other setting,No,No,Open
2876,Kelburn Normal School,04-4759351,admin@kelburnnormal.school.nz,Kent Favel,http://www.kelburnnormal.school.nz/,Kowhai Road ,Kelburn,Wellington,Kowhai Road,Kelburn,Wellington,6012,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,251100,Kelburn,Pukehīnau/Lambton General Ward,-41.287277,174.761649,Yes,353,269,196,12,5,74,6,2,4,0.09,All students taught in English/other setting,No,No,Open
2877,Kelson School,04-5650450,office@kelson.school.nz,Judy Pemberton,http://www.kelson.school.nz,52 Taieri Crescent ,Kelson,Lower Hutt,52 Taieri Crescent,Kelson,Lower Hutt,5010,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Ikaroa-Rāwhiti,243400,Kelson,Western Ward,-41.180638,174.933121,Yes,386,265,190,26,14,71,21,0,0,0.11,All students taught in English/other setting,No,No,Open
2878,Kenakena School,04-2984011,office1@kenakena.school.nz,BRUCE MCDONALD ,http://www.kenakena.school.nz,Donovan Road ,,Paraparaumu Beach,PO Box 1441,Paraparaumu Beach,Paraparaumu,5252,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,237001,Paraparaumu Beach North,Paraparaumu Ward,-40.884056,174.992265,No,438,522,433,120,39,53,20,2,0,0.25,All students taught in English/other setting,No,Yes,Open
2879,Khandallah School,04-4796685,office@khandallah.school.nz,Marian Meehan,http://www.khandallah.school.nz/,20 Clark Street ,Khandallah,Wellington,20 Clark Street,Khandallah,Wellington,6035,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,249300,Khandallah Reserve,Wharangi/Onslow-Western General Ward,-41.244029,174.789742,Yes,372,294,199,11,6,60,18,12,0,0.21,All students taught in English/other setting,No,No,Open
2880,Kilbirnie School,04-9392311,office@kilbirnie.school.nz,Tony Austin,http://www.kilbirnie.school.nz,72 Hamilton Road ,Hataitai,Wellington,PO Box 14543,Kilbirnie,Wellington,6241,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,253400,Hataitai South,Motukairangi/Eastern General Ward,-41.308635,174.793705,Yes,377,211,147,16,10,41,9,0,0,0.12,All students taught in English/other setting,No,No,Open
2882,Koputaroa School,06-3687938,office@koputaroa.school.nz,Danielle Bence,http://www.koputaroa.school.nz/,399 Koputaroa Road ,,Levin,399 Koputaroa Road RD 5,,Levin,5575,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,234400,Waitarere,Waiopehu General Ward,-40.578429,175.337387,Yes,452,183,168,51,6,9,3,1,0,0.65,All students taught in English/other setting,No,Yes,Open
2883,Korokoro School,04-5691821,admin@korokoro.school.nz,Martin Hookham,http://www.korokoro.school.nz,Korokoro Road ,Petone,Lower Hutt,Korokoro Road,Korokoro,Lower Hutt,5012,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Te Tai Tonga,243300,Korokoro,Harbour Ward,-41.215812,174.867211,Yes,375,195,170,28,9,22,7,2,0,0.17,All students taught in English/other setting,No,No,Open
2886,Levin East School,06-3687494,office_manager@levineast.school.nz,Sarah McCord,http://www.levineast.school.nz,Bartholomew Road ,,Levin,90 Bartholomew Road,,Levin,5510,Medium urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,235900,Waiopehu,Levin General Ward,-40.628682,175.296785,No,526,398,228,206,74,17,13,2,0,0.62,All students taught in English/other setting,No,Yes,Open
2887,Levin Intermediate,06-3688306,office@lis.school.nz,Sheree Garton,http://www.lis.school.nz,Collingwood Street ,,Levin,Collingwood Street,,Levin,5510,Medium urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,234700,Donnelly Park,Levin General Ward,-40.620070,175.270373,No,517,278,145,137,46,18,4,2,0,0.63,Some students taught in te reo Māori,No,No,Open
2888,Levin North School,06-3684436,office@levinnorth.school.nz,Jason Wright,http://www.levinnorth.school.nz,Weraroa Road ,,Levin,148 Weraroa Road,,Levin,5510,Medium urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,234900,Kawiu South,Levin General Ward,-40.614282,175.286113,No,506,240,129,115,38,20,17,0,0,0.62,All students taught in English/other setting,No,No,Open
2889,Levin School,06-3686562,principal@levin.school.nz,Paulianne Taylor,http://www.levin.school.nz/,67 Tiro Tiro Road ,,Levin,67 Tiro Tiro Road,,Levin,5510,Medium urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,234700,Donnelly Park,Levin General Ward,-40.620141,175.272588,Yes,508,256,140,141,39,12,12,4,0,0.62,All students taught in English/other setting,No,No,Open
2890,Linden School,04-2325329,office@linden.school.nz,Bex Dabbs,http://www.linden.school.nz,Ranui Terrace ,Tawa,Wellington,PO Box 51190,Tawa,Wellington,5249,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,247700,Linden,Takapū/Northern General Ward,-41.159351,174.835441,No,500,113,22,27,44,42,1,1,0,0.11,All students taught in English/other setting,No,No,Open
2891,Linkwater School,03-5742200,office@linkwater.school.nz,Kate Bowes,http://www.linkwater.school.nz,1357 Queen Charlotte Drive ,,Linkwater,1357 Queen Charlotte Drive RD 1,,Picton,7281,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,306501,Marlborough Sounds East,Marlborough Sounds General Ward,-41.289162,173.879470,No,412,55,52,11,1,3,0,0,0,1.27,All students taught in English/other setting,No,No,Open
2892,Lyall Bay School,04-9399112,kathy@lyallbay.school.nz,Melanie Dean,http://www.lyallbay.school.nz,Freyberg Street ,Lyall Bay,Wellington,Freyberg Street,Lyall Bay,Wellington,6022,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,254300,Lyall Bay,Motukairangi/Eastern General Ward,-41.324592,174.793150,Yes,402,282,169,60,42,78,29,1,0,0.17,All students taught in English/other setting,No,No,Open
2893,Maidstone Intermediate,04-5283094,admin@maidstone.school.nz,Issac Hayes,http://www.maidstone.school.nz/,Redwood Street ,,Upper Hutt,Redwood Street,Elderslea,Upper Hutt,5018,Large urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,241900,Elderslea,Area Outside Ward,-41.122612,175.059626,No,470,556,370,154,50,72,18,6,0,0.04,Some students taught in te reo Māori,No,No,Open
2894,Mākara Model School,04-4769522,office@mms.school.nz,James Appleton,http://mms.school.nz,399 Makara Road ,Karori,Wellington,399 Makara Road,Karori,Wellington,6972,Rural other,Full Primary,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,247501,Mākara-Ohariu,Wharangi/Onslow-Western General Ward,-41.268112,174.704915,Yes,395,63,52,10,0,1,6,0,0,0.34,All students taught in English/other setting,No,No,Open
2895,Makuri School,06-3763813,admin@makuri.school.nz,Murray Grimmer,https://www.sporty.co.nz/makuri/,5 Titoki Road ,,Makuri,5 Titoki Road RD 9,,Pahiatua,4989,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,233500,Kaitawa,South Tararua General Ward,-40.532432,176.013994,No,440,14,14,4,0,0,0,0,0,1.25,All students taught in English/other setting,No,No,Open
2896,Manakau School,06-3626791,office@manakau.school.nz,Andrea Boon,http://www.manakau.school.nz,Mokena Kohere Street ,Manakau,Levin,Counter Delivery,Manakau Postcentre,Manakau,5541,Rural settlement,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,234801,Ōhau-Manakau,Waiopehu General Ward,-40.713712,175.217885,Yes,452,98,84,24,4,1,5,0,0,0.59,All students taught in English/other setting,No,No,Open
2899,Mangaroa School,04-5267948,office@mangaroa.school.nz,John Steere,http://www.mangaroa.school.nz,93 Flux Road ,,Upper Hutt,93 Flux Road RD 1,,Upper Hutt,5371,Rural other,Contributing,,State,Donations may be requested,Co-Educational,,,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,242300,Mangaroa,Area Outside Ward,-41.123065,175.116072,Yes,416,95,91,16,3,0,2,0,0,0.16,All students taught in English/other setting,No,No,Open
2900,Mangatainoka School,06-3768991,office@mangatainoka.school.nz,Jason Edwards,,2 Makuri Street ,,Mangatainoka,2 Makuri Street RD 2,,Pahiatua,4982,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,233000,Mangatainoka,South Tararua General Ward,-40.417309,175.862935,Yes,509,48,44,28,3,1,0,0,0,0.78,All students taught in English/other setting,No,No,Open
2902,Te Kura o Hau Karetu,04-5269552,office@tehaukaretu.school.nz,Karen Wellington,http://maoribankschool.weebly.com/,32 Hillside Drive ,Maoribank,Upper Hutt,32 Hillside Drive,Maoribank,Upper Hutt,5018,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,242600,Maoribank,Area Outside Ward,-41.113502,175.099718,No,527,147,90,81,29,4,1,0,0,0.11,Some students taught in te reo Māori,No,No,Open
2903,Maraeroa School,04-2376707,office@maraeroa.school.nz,Michelle Pilcher,http://www.maraeroa.school.nz,47 Driver Crescent ,Porirua East,Porirua,47 Driver Crescent,Cannons Creek,Porirua,5024,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,241000,Cannons Creek East,Onepoto General Ward,-41.140694,174.872227,No,515,152,23,61,111,10,5,1,0,0.12,Some students taught in te reo Māori,No,No,Open
2904,Holy Cross School (Miramar),04-3887189,administration@hcm.school.nz,Tala Moemai,http://www.hcm.school.nz,2 Athens Street ,Miramar,Wellington,2 Athens Street,Miramar,Wellington,6022,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,254800,Miramar East,Motukairangi/Eastern General Ward,-41.317091,174.820050,No,418,177,59,34,59,43,35,1,0,0.20,All students taught in English/other setting,No,No,Open
2906,Martinborough School,06-3069602,office@martinborough.school.nz,Craig Nelson,http://www.martinborough.school.nz,Dublin Street ,,Martinborough,14-16 Dublin Street,,Martinborough,5711,Small urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,South Wairarapa District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,257901,Martinborough,Martinborough Ward,-41.218711,175.452717,No,433,245,174,67,12,18,4,1,0,0.85,All students taught in English/other setting,No,Yes,Open
2909,Masterton Intermediate,06-3700088,office@mis.school.nz,Olivia Geange (Acting),http://www.mis.school.nz,38 Intermediate Street ,,Masterton,PO Box 628,,Masterton,5840,Medium urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,255700,Solway North,Masterton/Whakaoriori General Ward,-40.956936,175.640523,No,483,335,251,123,26,19,7,2,0,0.93,All students taught in English/other setting,No,No,Open
2911,Mauriceville School,06-3725800,office@mauriceville.school.nz,Megan Roberts,,1378 Opaki Kaiparoro Road ,,Mauriceville,1378 Opaki Kaiparoro Road RD 2,,Masterton,5882,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,255300,Kopuaranga,Masterton/Whakaoriori General Ward,-40.775214,175.702162,No,505,10,10,2,0,0,0,0,0,1.12,All students taught in English/other setting,No,No,Open
2912,Mayfield School (Blenheim),03-5789040,admin@mayfield.school.nz,David Nott,https://www.mayfield.school.nz/,79 Hutcheson Street ,Mayfield,Blenheim,79 Hutcheson Street,Mayfield,Blenheim,7201,Medium urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,307700,Mayfield,Blenheim General Ward,-41.499975,173.954930,No,517,97,48,41,23,11,0,0,0,0.45,All students taught in English/other setting,No,No,Open
2915,Miramar Central School,04-9390684,office@miramarcentral.school.nz,Jackie Sutherland,http://www.miramarcentral.school.nz,Park Road ,Miramar,Wellington,PO Box 15048,Miramar,Wellington,6243,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,254401,Miramar Central,Motukairangi/Eastern General Ward,-41.314335,174.818705,No,415,170,54,28,30,74,22,1,0,0.19,All students taught in English/other setting,No,No,Open
2916,Miramar North School,04-3886657,reception@mns.school.nz,Joyce Adam,http://www.mns.school.nz,Weka Street ,Miramar,Wellington,23 Weka Street,Miramar,Wellington,6022,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,254100,Miramar North,Motukairangi/Eastern General Ward,-41.303907,174.824236,No,380,232,170,27,17,48,12,1,0,0.23,All students taught in English/other setting,No,No,Open
2918,Mt Cook School (Wellington),04-3859432,,Adrianne McAllister,http://www.mtcook.school.nz,160 Tory Street ,,Wellington,160 Tory Street,Te Aro,Wellington,6011,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,252100,Vivian East,Pukehīnau/Lambton General Ward,-41.297617,174.778693,Yes,414,297,82,37,25,155,39,1,0,0.06,All students taught in English/other setting,No,No,Open
2920,Muritai School,04-5628409,principal@muritai.school.nz,Stu Devenport,http://www.muritai.school.nz,Muritai Road ,Eastbourne,Lower Hutt,Muritai Road,Eastbourne,Lower Hutt,5013,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Hutt South,Te Tai Tonga,247200,Eastbourne,Harbour Ward,-41.291865,174.897120,Yes,375,332,307,16,4,3,6,3,0,0.33,All students taught in English/other setting,No,No,Open
