building_id,site_id,building_name,building_type,year_built,floor_area_sqm,num_floors,condition_rating,last_assessed_date
10522,2573,Performing Arts Centre,HALL,2001,556,1,POOR,2021-01-23
10523,2573,Sports Pavilion,SPORTS_PAVILION,2014,573,1,POOR,2020-05-02
10524,2574,Block D,CLASSROOM,2018,504,1,FAIR,2021-07-24
10525,2574,Main Office,ADMIN,1953,400,1,GOOD,2024-09-28
10526,2574,Senior Toilets,TOILET_BLOCK,1994,598,1,GOOD,2021-06-13
10527,2574,Technology Workshop,WORKSHOP,1971,574,2,FAIR,2020-12-19
10528,2574,Main Gymnasium,GYM,2001,790,1,POOR,2021-10-14
10529,2574,School Library,LIBRARY,1952,475,2,GOOD,2023-04-28
10530,2575,Junior Block,CLASSROOM,1980,245,1,FAIR,2021-02-14
10531,2575,Staff Block,ADMIN,1984,112,2,POOR,2023-05-22
10532,2575,Staff Facilities,TOILET_BLOCK,1993,140,1,GOOD,2022-05-23
10533,2575,Maintenance Shed,STORAGE,1964,68,1,FAIR,2021-12-14
10534,2575,Sports Hall,GYM,1972,224,1,FAIR,2020-06-16
10535,2575,Technology Workshop,WORKSHOP,1987,606,1,FAIR,2023-02-05
10536,2575,Changing Rooms,SPORTS_PAVILION,1984,244,1,FAIR,2021-10-18
10537,2578,Science Block,CLASSROOM,1961,579,1,GOOD,2023-08-20
10538,2578,Administration Building,ADMIN,2006,249,1,GOOD,2024-03-20
10539,2578,Junior Toilets,TOILET_BLOCK,2016,672,1,FAIR,2023-05-16
10540,2581,Block C,CLASSROOM,1998,667,2,GOOD,2020-07-11
10541,2581,Administration Building,ADMIN,1955,310,2,FAIR,2020-04-18
10542,2581,Junior Toilets,TOILET_BLOCK,1989,348,1,FAIR,2024-07-10
10543,2581,Changing Rooms,SPORTS_PAVILION,2003,460,1,FAIR,2023-04-10
10544,2581,Grounds Shed,STORAGE,1972,86,1,GOOD,2022-01-17
10545,2581,School Hall,HALL,1997,447,1,FAIR,2021-09-20
10546,2581,Resource Centre,LIBRARY,1953,562,1,FAIR,2021-04-26
10547,2581,Technology Workshop,WORKSHOP,1993,183,2,POOR,2021-08-15
10548,2582,Block A,CLASSROOM,2017,464,1,GOOD,2022-06-05
10549,2582,Administration Building,ADMIN,1976,283,2,GOOD,2022-01-15
10550,2582,Sports Amenities,TOILET_BLOCK,1950,149,1,POOR,2020-01-19
10551,2584,Arts Block,CLASSROOM,1986,371,2,POOR,2022-03-27
10552,2584,Staff Block,ADMIN,1964,256,1,POOR,2024-10-18
10553,2584,Staff Facilities,TOILET_BLOCK,2001,365,1,CRITICAL,2023-09-10
10554,2584,Maintenance Shed,STORAGE,1959,90,1,GOOD,2024-08-03
10555,2584,Resource Centre,LIBRARY,1959,542,2,GOOD,2023-05-29
10556,2584,Sports Hall,GYM,1990,682,1,POOR,2024-02-17
10557,2584,School Hall,HALL,1982,513,1,FAIR,2021-03-13
10558,2584,Technology Workshop,WORKSHOP,1988,539,2,FAIR,2022-09-28
10559,2585,Block D,CLASSROOM,1982,442,1,FAIR,2021-07-04
10560,2585,Main Office,ADMIN,2001,66,1,FAIR,2021-01-08
10561,2585,Junior Toilets,TOILET_BLOCK,1989,332,1,FAIR,2020-04-05
10562,2587,Junior Block,CLASSROOM,2022,162,2,GOOD,2020-01-04
10563,2587,Administration Building,ADMIN,2006,172,1,POOR,2021-08-19
10564,2587,Staff Facilities,TOILET_BLOCK,1979,618,1,CRITICAL,2021-04-29
10565,2588,Arts Block,CLASSROOM,1992,296,1,GOOD,2021-09-15
10566,2588,Staff Block,ADMIN,1998,59,1,POOR,2024-04-12
10567,2588,Sports Amenities,TOILET_BLOCK,1996,303,1,POOR,2022-11-30
10568,2590,Block D,CLASSROOM,1958,295,2,FAIR,2020-12-12
10569,2590,Staff Block,ADMIN,1990,501,2,POOR,2024-10-25
10570,2590,Sports Amenities,TOILET_BLOCK,2017,726,1,POOR,2021-10-17
10571,2590,Assembly Hall,HALL,1956,189,2,GOOD,2021-12-24
10572,2590,Changing Rooms,SPORTS_PAVILION,2014,295,1,POOR,2022-08-01
10573,2590,Metal Workshop,WORKSHOP,1978,631,2,GOOD,2024-08-07
10574,2590,Sports Hall,GYM,1990,725,1,FAIR,2022-03-20
10575,2592,Junior Block,CLASSROOM,1981,528,2,FAIR,2022-08-09
10576,2592,Main Office,ADMIN,2000,89,1,POOR,2024-05-30
10577,2592,Senior Toilets,TOILET_BLOCK,1955,59,1,FAIR,2021-08-22
10578,2592,Learning Centre,LIBRARY,1961,594,1,FAIR,2024-12-01
10579,2592,Performing Arts Centre,HALL,2021,197,2,GOOD,2024-12-03
10580,2592,Changing Rooms,SPORTS_PAVILION,2005,197,1,CRITICAL,2024-06-15
10581,2592,Grounds Shed,STORAGE,2018,20,1,FAIR,2023-10-22
10582,2593,Block C,CLASSROOM,1956,127,1,POOR,2022-12-31
10583,2593,Administration Building,ADMIN,2003,452,2,POOR,2022-05-30
10584,2593,Sports Amenities,TOILET_BLOCK,2016,546,1,FAIR,2024-07-15
10585,2594,Block E,CLASSROOM,1953,669,1,GOOD,2020-08-04
10586,2594,Staff Block,ADMIN,2017,112,1,GOOD,2020-08-04
10587,2594,Junior Toilets,TOILET_BLOCK,1999,112,1,CRITICAL,2022-02-14
10588,2595,Science Block,CLASSROOM,1981,348,1,FAIR,2022-05-21
10589,2595,Staff Block,ADMIN,1976,544,1,FAIR,2022-10-26
10590,2595,Senior Toilets,TOILET_BLOCK,1959,740,1,POOR,2021-12-25
10591,2597,Technology Block,CLASSROOM,1998,651,1,CRITICAL,2024-01-06
10592,2597,Staff Block,ADMIN,1954,538,1,CRITICAL,2021-12-23
10593,2597,Staff Facilities,TOILET_BLOCK,1972,561,1,GOOD,2023-06-23
10594,2597,Technology Workshop,WORKSHOP,2007,783,2,FAIR,2021-10-12
10595,2597,School Hall,HALL,1967,325,2,GOOD,2021-09-19
10596,2597,Fitness Centre,GYM,1976,268,1,GOOD,2024-08-31
10597,2599,Science Block,CLASSROOM,1993,209,1,GOOD,2023-11-25
10598,2599,Staff Block,ADMIN,2007,550,2,GOOD,2021-10-02
10599,2599,Junior Toilets,TOILET_BLOCK,2010,405,1,FAIR,2023-01-25
10600,2599,Changing Rooms,SPORTS_PAVILION,1984,288,1,GOOD,2021-09-22
10601,2600,Junior Block,CLASSROOM,1976,181,1,GOOD,2022-05-17
10602,2600,Main Office,ADMIN,2012,564,2,POOR,2023-04-21
10603,2600,Staff Facilities,TOILET_BLOCK,1955,330,1,CRITICAL,2024-04-22
10604,2600,Fitness Centre,GYM,2022,648,1,FAIR,2021-10-06
10605,2600,Resource Centre,LIBRARY,2011,619,2,POOR,2020-04-18
10606,2602,Block D,CLASSROOM,2005,638,2,GOOD,2021-05-06
10607,2602,Staff Block,ADMIN,2012,591,1,GOOD,2021-11-20
10608,2602,Sports Amenities,TOILET_BLOCK,1977,649,1,POOR,2020-05-18
10609,2602,Sports Hall,GYM,1960,502,1,GOOD,2020-01-26
10610,2602,School Hall,HALL,1968,749,2,FAIR,2020-09-03
10611,2602,School Library,LIBRARY,1961,700,2,GOOD,2024-09-23
10612,2602,Technology Workshop,WORKSHOP,2010,460,2,FAIR,2024-06-11
10613,2602,Sports Pavilion,SPORTS_PAVILION,2000,612,1,GOOD,2024-06-26
10614,2604,Block C,CLASSROOM,1958,113,1,GOOD,2022-09-22
10615,2604,Staff Block,ADMIN,2004,525,2,GOOD,2024-08-18
10616,2604,Sports Amenities,TOILET_BLOCK,1975,310,1,FAIR,2021-07-01
10617,2604,Grounds Shed,STORAGE,1999,35,1,POOR,2020-03-12
10618,2606,Block A,CLASSROOM,1950,511,1,GOOD,2023-08-22
10619,2606,Administration Building,ADMIN,2017,699,2,GOOD,2023-02-26
10620,2606,Senior Toilets,TOILET_BLOCK,1955,638,1,FAIR,2021-06-03
10621,2606,Wood Workshop,WORKSHOP,1993,601,1,POOR,2023-07-16
10622,2606,School Hall,HALL,2018,787,1,GOOD,2022-09-21
10623,2606,School Library,LIBRARY,1958,591,2,GOOD,2022-01-12
10624,2606,Sports Pavilion,SPORTS_PAVILION,2016,448,1,FAIR,2023-09-09
10625,2606,Sports Store,STORAGE,1980,77,1,GOOD,2024-04-01
10626,2609,Block A,CLASSROOM,2011,76,2,GOOD,2024-11-19
10627,2609,Staff Block,ADMIN,1983,741,1,FAIR,2021-10-31
10628,2609,Staff Facilities,TOILET_BLOCK,1971,619,1,GOOD,2023-07-01
10629,2609,Metal Workshop,WORKSHOP,1970,459,1,FAIR,2021-11-22
10630,2609,Sports Pavilion,SPORTS_PAVILION,1994,225,1,GOOD,2024-05-29
10631,2611,Block B,CLASSROOM,1963,640,1,GOOD,2022-11-16
10632,2611,Administration Building,ADMIN,2018,468,2,FAIR,2023-03-29
10633,2611,Sports Amenities,TOILET_BLOCK,1997,497,1,GOOD,2023-06-12
10634,2612,Block C,CLASSROOM,1984,352,1,FAIR,2020-03-22
10635,2612,Administration Building,ADMIN,2017,684,2,FAIR,2023-06-28
10636,2612,Junior Toilets,TOILET_BLOCK,1983,298,1,FAIR,2020-11-05
10637,2612,Performing Arts Centre,HALL,1957,781,2,GOOD,2023-01-28
10638,2612,Wood Workshop,WORKSHOP,2001,163,2,FAIR,2020-06-19
10639,2612,Equipment Store,STORAGE,2001,58,1,FAIR,2021-03-05
10640,2613,Junior Block,CLASSROOM,1990,505,2,GOOD,2022-08-04
10641,2613,Administration Building,ADMIN,1967,161,1,GOOD,2024-10-17
10642,2613,Sports Amenities,TOILET_BLOCK,1961,732,1,POOR,2021-01-05
10643,2613,Maintenance Shed,STORAGE,1979,63,1,FAIR,2023-11-24
10644,2616,Technology Block,CLASSROOM,1982,286,2,POOR,2024-11-29
10645,2616,Administration Building,ADMIN,1960,473,1,POOR,2023-03-28
10646,2616,Senior Toilets,TOILET_BLOCK,1999,398,1,GOOD,2023-05-23
10647,2616,Food Technology,WORKSHOP,2009,290,1,FAIR,2023-11-01
10648,2616,Equipment Store,STORAGE,1985,81,1,POOR,2023-04-28
10649,2617,Block C,CLASSROOM,2007,577,2,GOOD,2021-03-03
10650,2617,Main Office,ADMIN,1958,194,1,POOR,2020-08-15
10651,2617,Senior Toilets,TOILET_BLOCK,1971,461,1,GOOD,2023-03-05
10652,2618,Technology Block,CLASSROOM,1961,111,2,FAIR,2023-01-27
10653,2618,Staff Block,ADMIN,1994,453,2,GOOD,2021-10-28
10654,2618,Sports Amenities,TOILET_BLOCK,2012,465,1,POOR,2021-03-12
10655,2618,Equipment Store,STORAGE,2004,30,1,GOOD,2023-11-15
10656,2618,Metal Workshop,WORKSHOP,1958,146,1,GOOD,2020-05-26
10657,2618,Fitness Centre,GYM,1953,198,1,POOR,2022-11-04
10658,2619,Senior Block,CLASSROOM,1967,54,1,GOOD,2022-01-29
10659,2619,Main Office,ADMIN,1956,52,2,GOOD,2023-05-11
10660,2619,Staff Facilities,TOILET_BLOCK,1955,267,1,POOR,2023-07-18
10661,2619,Resource Centre,LIBRARY,1963,549,2,GOOD,2024-11-05
10662,2619,Cricket Pavilion,SPORTS_PAVILION,1968,141,1,GOOD,2020-08-27
10663,2619,Technology Workshop,WORKSHOP,1971,553,2,GOOD,2024-03-12
10664,2619,Fitness Centre,GYM,1968,767,1,GOOD,2022-03-21
10665,2619,Performing Arts Centre,HALL,1990,82,1,FAIR,2023-01-10
10666,2620,Junior Block,CLASSROOM,1984,494,1,GOOD,2020-09-03
10667,2620,Administration Building,ADMIN,1991,577,1,POOR,2023-11-07
10668,2620,Sports Amenities,TOILET_BLOCK,1997,184,1,FAIR,2023-04-14
10669,2620,Technology Workshop,WORKSHOP,2020,752,1,GOOD,2022-11-27
10670,2620,Performing Arts Centre,HALL,1999,314,1,GOOD,2022-12-26
10671,2620,Main Gymnasium,GYM,2007,309,2,CRITICAL,2020-06-02
10672,2620,Learning Centre,LIBRARY,1984,564,2,GOOD,2021-06-16
10673,2620,Maintenance Shed,STORAGE,2021,72,1,FAIR,2024-08-31
10674,2621,Senior Block,CLASSROOM,1987,724,1,GOOD,2020-08-13
10675,2621,Staff Block,ADMIN,2021,245,2,FAIR,2024-07-18
10676,2621,Sports Amenities,TOILET_BLOCK,2014,711,1,FAIR,2020-11-29
10677,2621,Technology Workshop,WORKSHOP,1968,410,1,GOOD,2021-09-24
10678,2621,Cricket Pavilion,SPORTS_PAVILION,2020,293,1,POOR,2023-07-12
10679,2622,Block C,CLASSROOM,1992,586,2,FAIR,2023-10-03
10680,2622,Administration Building,ADMIN,1952,660,1,GOOD,2021-06-19
10681,2622,Junior Toilets,TOILET_BLOCK,1990,144,1,GOOD,2024-10-25
10682,2622,Changing Rooms,SPORTS_PAVILION,1953,558,1,CRITICAL,2024-10-16
10683,2622,School Hall,HALL,1964,689,2,POOR,2023-01-04
10684,2624,Science Block,CLASSROOM,2005,629,1,POOR,2020-05-14
10685,2624,Administration Building,ADMIN,1956,568,1,GOOD,2024-01-10
10686,2624,Staff Facilities,TOILET_BLOCK,2005,106,1,GOOD,2020-08-01
10687,2625,Arts Block,CLASSROOM,2003,742,1,POOR,2023-08-27
10688,2625,Administration Building,ADMIN,1951,349,2,POOR,2023-05-20
10689,2625,Sports Amenities,TOILET_BLOCK,2003,325,1,GOOD,2024-01-02
10690,2626,Science Block,CLASSROOM,1953,237,1,GOOD,2022-07-27
10691,2626,Staff Block,ADMIN,2003,530,2,FAIR,2021-07-25
10692,2626,Sports Amenities,TOILET_BLOCK,1980,351,1,GOOD,2021-10-17
10693,2626,Resource Centre,LIBRARY,1951,78,2,FAIR,2021-05-21
10694,2626,Main Gymnasium,GYM,1963,787,2,FAIR,2024-04-01
10695,2627,Senior Block,CLASSROOM,1977,711,1,FAIR,2023-04-23
10696,2627,Administration Building,ADMIN,1956,690,2,GOOD,2020-09-24
10697,2627,Senior Toilets,TOILET_BLOCK,1995,528,1,FAIR,2021-09-29
10698,2628,Junior Block,CLASSROOM,1953,290,2,GOOD,2024-03-31
10699,2628,Main Office,ADMIN,1954,343,1,FAIR,2022-05-11
10700,2628,Junior Toilets,TOILET_BLOCK,1951,658,1,GOOD,2023-09-13
10701,2628,Performing Arts Centre,HALL,1950,729,1,FAIR,2023-10-06
10702,2628,Cricket Pavilion,SPORTS_PAVILION,1993,774,1,GOOD,2023-12-01
10703,2628,School Library,LIBRARY,2009,352,2,POOR,2022-03-13
10704,2628,Sports Hall,GYM,2019,523,1,FAIR,2021-09-06
10705,2628,Technology Workshop,WORKSHOP,1976,265,2,GOOD,2020-09-26
10706,2629,Technology Block,CLASSROOM,1997,735,2,POOR,2022-02-23
10707,2629,Staff Block,ADMIN,1982,731,1,GOOD,2020-07-03
10708,2629,Junior Toilets,TOILET_BLOCK,1955,191,1,GOOD,2022-01-27
10709,2629,Maintenance Shed,STORAGE,1987,39,1,POOR,2021-05-11
10710,2629,Changing Rooms,SPORTS_PAVILION,2007,695,1,POOR,2023-11-08
10711,2631,Block E,CLASSROOM,1984,307,2,FAIR,2021-05-26
10712,2631,Main Office,ADMIN,1985,778,2,GOOD,2023-10-01
10713,2631,Sports Amenities,TOILET_BLOCK,2014,175,1,FAIR,2021-06-24
10714,2631,Main Gymnasium,GYM,1952,770,1,GOOD,2023-02-16
10715,2631,Wood Workshop,WORKSHOP,2017,358,1,POOR,2022-10-02
10716,2634,Senior Block,CLASSROOM,1965,791,1,FAIR,2022-03-12
10717,2634,Staff Block,ADMIN,2015,522,2,FAIR,2020-04-21
10718,2634,Junior Toilets,TOILET_BLOCK,1986,104,1,FAIR,2021-10-07
10719,2637,Arts Block,CLASSROOM,1990,160,2,GOOD,2020-05-24
10720,2637,Staff Block,ADMIN,1962,670,1,POOR,2023-11-16
10721,2637,Sports Amenities,TOILET_BLOCK,1988,233,1,GOOD,2024-09-11
10722,2637,Assembly Hall,HALL,1980,237,2,POOR,2020-02-25
10723,2638,Technology Block,CLASSROOM,2003,524,2,POOR,2021-11-29
10724,2638,Staff Block,ADMIN,1986,119,2,POOR,2020-04-09
10725,2638,Junior Toilets,TOILET_BLOCK,1975,703,1,GOOD,2022-06-10
10726,2638,Food Technology,WORKSHOP,1961,616,1,POOR,2023-08-19
10727,2641,Block C,CLASSROOM,1971,417,1,FAIR,2024-06-04
10728,2641,Main Office,ADMIN,2015,664,1,POOR,2022-12-15
10729,2641,Sports Amenities,TOILET_BLOCK,1960,315,1,FAIR,2022-06-25
10730,2641,Maintenance Shed,STORAGE,1957,96,1,FAIR,2021-05-21
10731,2641,Resource Centre,LIBRARY,1959,732,2,FAIR,2021-03-29
10732,2641,Performing Arts Centre,HALL,2005,796,1,POOR,2023-08-27
10733,2641,Cricket Pavilion,SPORTS_PAVILION,2004,409,1,GOOD,2022-01-15
10734,2641,Wood Workshop,WORKSHOP,1964,224,1,GOOD,2022-04-19
10735,2642,Block D,CLASSROOM,1966,504,1,GOOD,2022-05-12
10736,2642,Main Office,ADMIN,1951,251,2,FAIR,2022-10-14
10737,2642,Sports Amenities,TOILET_BLOCK,1953,412,1,GOOD,2020-12-26
10738,2642,Main Gymnasium,GYM,2014,437,1,FAIR,2022-04-26
10739,2642,Food Technology,WORKSHOP,1953,108,2,POOR,2021-08-22
10740,2643,Arts Block,CLASSROOM,2019,235,2,FAIR,2023-03-01
10741,2643,Staff Block,ADMIN,1979,789,2,FAIR,2023-05-29
10742,2643,Sports Amenities,TOILET_BLOCK,1993,454,1,FAIR,2024-04-03
10743,2644,Block D,CLASSROOM,1989,731,2,POOR,2020-01-15
10744,2644,Main Office,ADMIN,1990,544,1,GOOD,2021-06-29
10745,2644,Staff Facilities,TOILET_BLOCK,1955,612,1,POOR,2020-06-30
10746,2644,Maintenance Shed,STORAGE,2020,54,1,GOOD,2022-05-30
10747,2644,Food Technology,WORKSHOP,1956,118,1,POOR,2021-01-08
10748,2644,School Hall,HALL,2008,710,1,FAIR,2021-10-15
10749,2644,Main Gymnasium,GYM,1999,655,1,FAIR,2020-04-15
10750,2647,Block B,CLASSROOM,1957,418,2,POOR,2022-03-26
10751,2647,Staff Block,ADMIN,2005,82,2,POOR,2024-10-16
10752,2647,Staff Facilities,TOILET_BLOCK,1994,301,1,GOOD,2020-04-30
10753,2647,Performing Arts Centre,HALL,1975,315,2,POOR,2021-09-26
10754,2647,Maintenance Shed,STORAGE,2019,53,1,POOR,2022-12-21
10755,2647,Changing Rooms,SPORTS_PAVILION,1999,63,1,GOOD,2022-11-29
10756,2647,Fitness Centre,GYM,1964,548,2,POOR,2021-02-05
10757,2647,Technology Workshop,WORKSHOP,1973,105,2,POOR,2021-12-14
10758,2648,Block A,CLASSROOM,2003,682,1,FAIR,2024-11-14
10759,2648,Main Office,ADMIN,1993,661,1,GOOD,2023-06-01
10760,2648,Sports Amenities,TOILET_BLOCK,1969,507,1,GOOD,2021-08-07
10761,2648,Fitness Centre,GYM,1959,301,2,POOR,2021-12-22
10762,2648,School Library,LIBRARY,2010,687,2,FAIR,2022-10-24
10763,2649,Block E,CLASSROOM,1998,632,1,POOR,2024-11-20
10764,2649,Administration Building,ADMIN,1954,519,1,GOOD,2020-12-09
10765,2649,Junior Toilets,TOILET_BLOCK,1975,555,1,GOOD,2023-09-12
10766,2649,Sports Pavilion,SPORTS_PAVILION,1973,538,1,GOOD,2020-01-17
10767,2649,Sports Store,STORAGE,1969,43,1,FAIR,2022-09-07
10768,2650,Junior Block,CLASSROOM,1955,358,2,GOOD,2020-09-06
10769,2650,Staff Block,ADMIN,2003,354,2,CRITICAL,2020-04-21
10770,2650,Senior Toilets,TOILET_BLOCK,1986,209,1,FAIR,2024-03-18
10771,2650,Equipment Store,STORAGE,1983,56,1,GOOD,2021-10-14
10772,2650,Technology Workshop,WORKSHOP,2007,597,1,FAIR,2023-04-27
10773,2651,Block B,CLASSROOM,1990,90,1,GOOD,2024-06-19
10774,2651,Main Office,ADMIN,2003,606,1,GOOD,2024-08-29
10775,2651,Staff Facilities,TOILET_BLOCK,1985,211,1,FAIR,2021-09-19
10776,2652,Arts Block,CLASSROOM,1994,244,1,GOOD,2020-11-23
10777,2652,Staff Block,ADMIN,1974,702,2,GOOD,2022-10-09
10778,2652,Senior Toilets,TOILET_BLOCK,1975,599,1,FAIR,2021-09-15
10779,2652,Performing Arts Centre,HALL,2009,610,1,FAIR,2021-09-09
10780,2652,School Library,LIBRARY,2015,595,1,FAIR,2021-09-20
10781,2654,Technology Block,CLASSROOM,1989,487,1,GOOD,2020-06-04
10782,2654,Staff Block,ADMIN,1956,782,1,GOOD,2023-05-05
10783,2654,Sports Amenities,TOILET_BLOCK,1984,376,1,FAIR,2021-08-18
10784,2654,Fitness Centre,GYM,2008,483,1,CRITICAL,2021-11-28
10785,2654,Resource Centre,LIBRARY,1983,694,2,GOOD,2021-08-06
10786,2654,Performing Arts Centre,HALL,1966,631,1,GOOD,2023-02-05
10787,2657,Arts Block,CLASSROOM,2010,738,1,FAIR,2023-06-11
10788,2657,Staff Block,ADMIN,1987,566,2,FAIR,2020-07-24
10789,2657,Junior Toilets,TOILET_BLOCK,1951,524,1,GOOD,2021-10-25
10790,2657,Sports Store,STORAGE,1968,25,1,FAIR,2020-03-15
10791,2657,Sports Pavilion,SPORTS_PAVILION,2004,499,1,FAIR,2021-06-09
10792,2658,Block E,CLASSROOM,2022,342,2,POOR,2023-09-24
10793,2658,Staff Block,ADMIN,1973,543,2,POOR,2020-05-08
10794,2658,Sports Amenities,TOILET_BLOCK,2005,720,1,GOOD,2021-05-22
10795,2658,Performing Arts Centre,HALL,1988,670,1,CRITICAL,2024-06-15
10796,2659,Block D,CLASSROOM,1961,527,1,FAIR,2024-05-30
10797,2659,Staff Block,ADMIN,2000,489,1,POOR,2021-01-09
10798,2659,Junior Toilets,TOILET_BLOCK,1977,191,1,GOOD,2020-09-10
10799,2662,Senior Block,CLASSROOM,1966,104,1,GOOD,2024-04-10
10800,2662,Staff Block,ADMIN,1968,278,2,FAIR,2024-09-22
10801,2662,Sports Amenities,TOILET_BLOCK,1952,357,1,GOOD,2021-01-18
10802,2662,Performing Arts Centre,HALL,1963,411,1,GOOD,2023-04-05
10803,2662,Grounds Shed,STORAGE,1974,30,1,CRITICAL,2024-11-12
10804,2663,Science Block,CLASSROOM,2017,611,1,GOOD,2023-06-28
10805,2663,Administration Building,ADMIN,1969,609,2,CRITICAL,2020-02-04
10806,2663,Senior Toilets,TOILET_BLOCK,1985,91,1,POOR,2021-03-03
10807,2663,Fitness Centre,GYM,2019,553,1,FAIR,2024-08-26
10808,2663,Maintenance Shed,STORAGE,1995,45,1,FAIR,2023-07-02
10809,2663,Learning Centre,LIBRARY,1970,625,1,FAIR,2024-05-03
10810,2663,Technology Workshop,WORKSHOP,1987,748,1,FAIR,2021-12-26
10811,2663,Cricket Pavilion,SPORTS_PAVILION,1953,323,1,GOOD,2022-03-19
10812,2664,Science Block,CLASSROOM,1981,91,2,POOR,2021-12-25
10813,2664,Administration Building,ADMIN,1998,138,2,POOR,2020-03-14
10814,2664,Staff Facilities,TOILET_BLOCK,1968,343,1,GOOD,2023-11-25
10815,2665,Senior Block,CLASSROOM,1964,347,2,POOR,2023-05-10
10816,2665,Main Office,ADMIN,2017,340,1,FAIR,2024-02-06
10817,2665,Junior Toilets,TOILET_BLOCK,1968,487,1,POOR,2020-05-24
10818,2667,Block C,CLASSROOM,1992,187,2,FAIR,2021-07-30
10819,2667,Main Office,ADMIN,1998,513,2,GOOD,2020-09-09
10820,2667,Senior Toilets,TOILET_BLOCK,1989,440,1,POOR,2020-05-04
10821,2667,Wood Workshop,WORKSHOP,1953,689,1,FAIR,2020-12-11
10822,2669,Technology Block,CLASSROOM,1987,369,2,GOOD,2021-03-28
10823,2669,Administration Building,ADMIN,2017,725,1,GOOD,2022-09-13
10824,2669,Junior Toilets,TOILET_BLOCK,1998,429,1,GOOD,2023-10-02
10825,2669,Main Gymnasium,GYM,1956,614,2,GOOD,2024-06-04
10826,2669,Learning Centre,LIBRARY,1970,273,1,POOR,2021-06-25
10827,2672,Block B,CLASSROOM,1965,524,2,GOOD,2021-12-23
10828,2672,Staff Block,ADMIN,2020,609,1,FAIR,2022-10-02
10829,2672,Staff Facilities,TOILET_BLOCK,2017,489,1,GOOD,2024-08-05
10830,2672,Sports Store,STORAGE,1999,78,1,POOR,2024-04-14
10831,2673,Block C,CLASSROOM,1952,141,2,FAIR,2022-10-14
10832,2673,Main Office,ADMIN,1961,593,2,CRITICAL,2020-10-09
10833,2673,Sports Amenities,TOILET_BLOCK,1997,769,1,FAIR,2024-04-27
10834,2676,Arts Block,CLASSROOM,1973,275,1,GOOD,2021-03-25
10835,2676,Staff Block,ADMIN,1985,573,1,GOOD,2022-04-01
10836,2676,Senior Toilets,TOILET_BLOCK,1993,200,1,FAIR,2022-12-03
10837,2676,Equipment Store,STORAGE,2003,87,1,FAIR,2021-03-13
10838,2677,Block D,CLASSROOM,2002,652,2,GOOD,2020-07-23
10839,2677,Staff Block,ADMIN,1988,741,1,POOR,2021-10-03
10840,2677,Sports Amenities,TOILET_BLOCK,1953,558,1,GOOD,2024-11-09
10841,2677,Technology Workshop,WORKSHOP,1959,285,1,GOOD,2022-12-17
10842,2677,Resource Centre,LIBRARY,2010,486,2,FAIR,2022-01-20
10843,2678,Science Block,CLASSROOM,1985,254,1,GOOD,2024-09-13
10844,2678,Main Office,ADMIN,2000,77,1,FAIR,2022-06-03
10845,2678,Senior Toilets,TOILET_BLOCK,2007,126,1,FAIR,2021-10-22
10846,2678,Technology Workshop,WORKSHOP,1998,188,2,GOOD,2024-05-30
10847,2679,Arts Block,CLASSROOM,2002,713,2,FAIR,2024-02-18
10848,2679,Staff Block,ADMIN,2016,531,2,GOOD,2022-12-07
10849,2679,Senior Toilets,TOILET_BLOCK,2019,139,1,GOOD,2024-03-30
10850,2679,Equipment Store,STORAGE,1952,79,1,GOOD,2021-10-08
10851,2679,Wood Workshop,WORKSHOP,1974,728,2,POOR,2020-04-18
10852,2680,Technology Block,CLASSROOM,2007,303,2,POOR,2022-05-24
10853,2680,Main Office,ADMIN,2009,156,2,FAIR,2024-01-13
10854,2680,Senior Toilets,TOILET_BLOCK,2006,139,1,GOOD,2023-08-14
10855,2680,Performing Arts Centre,HALL,1970,456,2,FAIR,2023-02-02
10856,2680,Technology Workshop,WORKSHOP,1987,532,2,FAIR,2021-06-20
10857,2680,Learning Centre,LIBRARY,1993,791,2,CRITICAL,2023-05-30
10858,2681,Block A,CLASSROOM,2008,725,1,FAIR,2021-11-24
10859,2681,Administration Building,ADMIN,1973,555,2,GOOD,2020-04-17
10860,2681,Senior Toilets,TOILET_BLOCK,2016,618,1,FAIR,2024-07-08
10861,2681,Assembly Hall,HALL,1983,775,2,CRITICAL,2022-06-16
10862,2681,Equipment Store,STORAGE,2016,28,1,POOR,2024-05-15
10863,2681,Cricket Pavilion,SPORTS_PAVILION,2012,585,1,FAIR,2021-04-21
10864,2684,Block A,CLASSROOM,1997,596,1,POOR,2022-12-19
10865,2684,Main Office,ADMIN,1985,56,2,GOOD,2020-01-11
10866,2684,Junior Toilets,TOILET_BLOCK,1986,761,1,GOOD,2020-12-12
10867,2684,School Library,LIBRARY,1955,156,1,POOR,2023-07-01
10868,2685,Block D,CLASSROOM,1956,287,2,FAIR,2024-10-18
10869,2685,Administration Building,ADMIN,1974,532,1,GOOD,2021-10-13
10870,2685,Staff Facilities,TOILET_BLOCK,1971,461,1,FAIR,2023-09-29
10871,2685,School Hall,HALL,1983,69,2,FAIR,2023-05-21
10872,2685,Sports Store,STORAGE,1963,37,1,POOR,2023-03-14
10873,2686,Junior Block,CLASSROOM,1998,316,2,GOOD,2020-03-12
10874,2686,Administration Building,ADMIN,1954,404,1,FAIR,2021-02-21
