hazard_id,site_id,building_id,asset_id,hazard_type,hazard_category,description,location_description,risk_level,status,identified_date,identified_by_assessment_id,identified_by_inspection_id,control_measures
88534,3753,13944.0,,ELECTRICAL,SLIP_TRIP_FALL,Uneven paving stones near Administration Building creating trip hazard,Administration Building,MEDIUM,MONITORING,2025-03-06,25509.0,,Controls applied as per action plan
88535,3753,13943.0,,PHYSICAL,TREES,Large tree root lifting pathway surface,Junior Block,MEDIUM,ELIMINATED,2020-11-23,,24772.0,Controls applied as per action plan
88536,3753,13947.0,,ERGONOMIC,HEIGHTS,Unprotected mezzanine edge in Grounds Shed,Grounds Shed,LOW,CONTROLLED,2020-06-09,,24773.0,Controls applied as per action plan
88537,3753,,34958.0,ELECTRICAL,HEIGHTS,Inadequate ladder storage and inspection regime,School grounds,LOW,CONTROLLED,2021-02-01,,24774.0,Controls applied as per action plan
88538,3753,13943.0,,STRUCTURAL,ELECTRICAL,Damaged power point cover in Junior Block,Junior Block,HIGH,CONTROLLED,2022-06-08,,24776.0,Controls applied as per action plan
88539,3753,,,PHYSICAL,MACHINERY,Worn blade on grounds equipment stored in adjacent to the playground,School grounds,MEDIUM,CONTROLLED,2022-06-08,,24776.0,Controls applied as per action plan
88540,3753,13943.0,,ERGONOMIC,HEIGHTS,Inadequate ladder storage and inspection regime,Junior Block,LOW,CONTROLLED,2022-07-01,,24777.0,Controls applied as per action plan
88541,3753,,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,HIGH,CONTROLLED,2022-07-01,,24777.0,Controls applied as per action plan
88542,3753,,,ELECTRICAL,ELECTRICAL,Worn cable on portable equipment in the sports field perimeter,School grounds,HIGH,CONTROLLED,2023-08-18,,24778.0,Controls applied as per action plan
88543,3753,13946.0,,ERGONOMIC,WEATHER,Ice formation on north-facing pathways in winter,Main Gymnasium,MEDIUM,MONITORING,2023-10-22,,24779.0,Controls applied as per action plan
88544,3753,,34947.0,ERGONOMIC,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,ELIMINATED,2023-06-23,,24780.0,Controls applied as per action plan
88545,3753,,,ELECTRICAL,MACHINERY,Missing guard on equipment in near the car park,School grounds,HIGH,OPEN,2024-10-14,,24782.0,
88546,3753,,,STRUCTURAL,FALLING_OBJECTS,Unsecured items stored at height in the sports field perimeter,School grounds,HIGH,MONITORING,2024-10-14,,24782.0,Controls applied as per action plan
88547,3753,13944.0,,BIOLOGICAL,WATER,Standing water creating mosquito breeding ground,Administration Building,HIGH,OPEN,2024-10-14,,24782.0,
88548,3753,,34956.0,ERGONOMIC,FALLING_OBJECTS,Loose guttering on adjacent to the playground at risk of falling in high winds,School grounds,HIGH,OPEN,2025-05-12,,24783.0,
88549,3753,13947.0,,BIOLOGICAL,SLIP_TRIP_FALL,Uneven paving stones near Grounds Shed creating trip hazard,Grounds Shed,MEDIUM,ELIMINATED,2025-05-12,,24783.0,Controls applied as per action plan
88550,3754,,,CHEMICAL,SLIP_TRIP_FALL,Uneven paving stones near near the car park creating trip hazard,School grounds,MEDIUM,ELIMINATED,2020-03-05,25510.0,,Controls applied as per action plan
88551,3754,,,STRUCTURAL,MACHINERY,Inadequate lockout procedure for machinery in near the car park,School grounds,HIGH,CONTROLLED,2020-03-05,25510.0,,Controls applied as per action plan
88552,3754,,,ELECTRICAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,LOW,ELIMINATED,2020-09-18,25511.0,,Controls applied as per action plan
88553,3754,13952.0,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near Assembly Hall making surface slippery in wet conditions,Assembly Hall,LOW,CONTROLLED,2021-09-13,25513.0,,Controls applied as per action plan
88554,3754,13952.0,,PHYSICAL,WEATHER,Ice formation on north-facing pathways in winter,Assembly Hall,LOW,MONITORING,2021-09-13,25513.0,,Controls applied as per action plan
88555,3754,,34965.0,PHYSICAL,HEIGHTS,Inadequate ladder storage and inspection regime,School grounds,HIGH,ELIMINATED,2021-09-13,25513.0,,Controls applied as per action plan
88556,3754,13951.0,,PHYSICAL,WATER,Standing water creating mosquito breeding ground,Senior Toilets,LOW,MONITORING,2021-09-13,25513.0,,Controls applied as per action plan
88557,3754,13949.0,,ENVIRONMENTAL,ELECTRICAL,Worn cable on portable equipment in Senior Block,Senior Block,MEDIUM,MONITORING,2022-03-02,25514.0,,Controls applied as per action plan
88558,3754,13949.0,,BIOLOGICAL,WATER,Stormwater drain cover missing near playground,Senior Block,CRITICAL,ELIMINATED,2022-03-02,25514.0,,Controls applied as per action plan
88559,3754,13951.0,,ELECTRICAL,PLAYGROUND,Rusted bolt on swing frame,Senior Toilets,LOW,ELIMINATED,2022-03-02,25514.0,,Controls applied as per action plan
88560,3754,13952.0,,ELECTRICAL,ASBESTOS,Asbestos register requires update for recent renovations,Assembly Hall,MEDIUM,MONITORING,2022-09-16,25515.0,,Controls applied as per action plan
88561,3754,13951.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in Senior Toilets creating trip point,Senior Toilets,MEDIUM,MONITORING,2022-09-16,25515.0,,Controls applied as per action plan
88562,3754,,,ENVIRONMENTAL,ASBESTOS,Suspected ACM in ceiling tiles of the northern boundary (pre-1990 construction),School grounds,MEDIUM,CONTROLLED,2023-03-07,25516.0,,Controls applied as per action plan
88563,3754,,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near the sports field perimeter making surface slippery in wet conditions,School grounds,LOW,MONITORING,2023-03-07,25516.0,,Controls applied as per action plan
88564,3754,13951.0,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near Senior Toilets making surface slippery in wet conditions,Senior Toilets,MEDIUM,ELIMINATED,2023-03-07,25516.0,,Controls applied as per action plan
88565,3754,,,ENVIRONMENTAL,ASBESTOS,Asbestos register requires update for recent renovations,School grounds,MEDIUM,CONTROLLED,2023-09-23,25517.0,,Controls applied as per action plan
88566,3754,,,BIOLOGICAL,SLIP_TRIP_FALL,Algae growth on pathway near adjacent to the playground making surface slippery in wet conditions,School grounds,LOW,OPEN,2024-03-13,25518.0,,
88567,3754,13949.0,,PHYSICAL,MACHINERY,Worn blade on grounds equipment stored in Senior Block,Senior Block,LOW,ELIMINATED,2024-03-13,25518.0,,Controls applied as per action plan
88568,3754,13949.0,,STRUCTURAL,TREES,Unstable tree identified near Senior Block boundary,Senior Block,HIGH,CONTROLLED,2024-03-13,25518.0,,Controls applied as per action plan
88569,3754,,34964.0,ENVIRONMENTAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,LOW,CONTROLLED,2024-03-13,25518.0,,Controls applied as per action plan
88570,3754,13949.0,,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in Senior Block,Senior Block,MEDIUM,MONITORING,2024-09-20,25519.0,,Controls applied as per action plan
88571,3754,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in the main entrance creating trip point,School grounds,LOW,OPEN,2024-09-20,25519.0,,
88572,3754,13949.0,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near Senior Block creating trip hazard,Senior Block,MEDIUM,CONTROLLED,2024-09-20,25519.0,,Controls applied as per action plan
88573,3754,,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in the sports field perimeter,School grounds,HIGH,CONTROLLED,2024-09-20,25519.0,,Controls applied as per action plan
88574,3754,,,PHYSICAL,TREES,Dead branch overhanging walkway near adjacent to the playground,School grounds,HIGH,CONTROLLED,2020-03-26,,24784.0,Controls applied as per action plan
88575,3754,,,STRUCTURAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,MEDIUM,ELIMINATED,2020-03-26,,24784.0,Controls applied as per action plan
88576,3754,13949.0,,BIOLOGICAL,ELECTRICAL,Overhead power lines within reach of tree growth,Senior Block,MEDIUM,ELIMINATED,2020-03-26,,24784.0,Controls applied as per action plan
88577,3754,13951.0,,BIOLOGICAL,SLIP_TRIP_FALL,Uneven paving stones near Senior Toilets creating trip hazard,Senior Toilets,LOW,MONITORING,2020-11-14,,24786.0,Controls applied as per action plan
88578,3754,13951.0,,ELECTRICAL,FALLING_OBJECTS,Unsecured items stored at height in Senior Toilets,Senior Toilets,LOW,CONTROLLED,2021-02-01,,24787.0,Controls applied as per action plan
88579,3754,,34968.0,ELECTRICAL,TREES,Dead branch overhanging walkway near the main entrance,School grounds,LOW,CONTROLLED,2021-02-01,,24787.0,Controls applied as per action plan
88580,3754,,,ENVIRONMENTAL,ELECTRICAL,Damaged power point cover in the sports field perimeter,School grounds,MEDIUM,CONTROLLED,2021-02-01,,24787.0,Controls applied as per action plan
88581,3754,,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near adjacent to the playground making surface slippery in wet conditions,School grounds,MEDIUM,OPEN,2022-07-01,,24791.0,
88582,3754,13952.0,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,Assembly Hall,LOW,ELIMINATED,2022-07-01,,24791.0,Controls applied as per action plan
88583,3754,13949.0,,ENVIRONMENTAL,MACHINERY,Inadequate lockout procedure for machinery in Senior Block,Senior Block,LOW,CONTROLLED,2022-07-01,,24791.0,Controls applied as per action plan
88584,3754,13949.0,,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,Senior Block,HIGH,ELIMINATED,2022-08-19,,24792.0,Controls applied as per action plan
88585,3754,13951.0,,ENVIRONMENTAL,TRAFFIC,No speed limit signage in school grounds,Senior Toilets,LOW,MONITORING,2024-03-18,,24795.0,Controls applied as per action plan
88586,3754,,,PHYSICAL,WEATHER,Wind exposure to portable buildings near adjacent to the playground,School grounds,LOW,CONTROLLED,2024-05-19,,24796.0,Controls applied as per action plan
88587,3754,,,ERGONOMIC,WEATHER,Ice formation on north-facing pathways in winter,School grounds,MEDIUM,CONTROLLED,2024-05-19,,24796.0,Controls applied as per action plan
88588,3755,,34972.0,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,CRITICAL,ELIMINATED,2020-03-07,25521.0,,Controls applied as per action plan
88589,3755,13956.0,,ERGONOMIC,ELECTRICAL,Damaged power point cover in Resource Centre,Resource Centre,MEDIUM,CONTROLLED,2020-03-07,25521.0,,Controls applied as per action plan
88590,3755,13955.0,,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,Sports Amenities,LOW,ELIMINATED,2020-09-02,25522.0,,Controls applied as per action plan
88591,3755,13956.0,,STRUCTURAL,SLIP_TRIP_FALL,Uneven paving stones near Resource Centre creating trip hazard,Resource Centre,HIGH,OPEN,2020-09-02,25522.0,,
88592,3755,,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near the main entrance creating trip hazard,School grounds,LOW,CONTROLLED,2020-09-02,25522.0,,Controls applied as per action plan
88593,3755,13956.0,,ERGONOMIC,PLAYGROUND,Rusted bolt on swing frame,Resource Centre,LOW,CONTROLLED,2020-09-02,25522.0,,Controls applied as per action plan
88594,3755,13956.0,,ENVIRONMENTAL,WATER,Stormwater drain cover missing near playground,Resource Centre,HIGH,CONTROLLED,2021-03-17,25523.0,,Controls applied as per action plan
88595,3755,,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,MEDIUM,ELIMINATED,2021-09-24,25524.0,,Controls applied as per action plan
88596,3755,13954.0,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in Main Office,Main Office,MEDIUM,OPEN,2022-03-12,25525.0,,
88597,3755,,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,LOW,CONTROLLED,2022-03-12,25525.0,,Controls applied as per action plan
88598,3755,,,ENVIRONMENTAL,WEATHER,Ponding water near the sports field perimeter after rainfall,School grounds,LOW,MONITORING,2023-03-27,25527.0,,Controls applied as per action plan
88599,3755,,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near the northern boundary making surface slippery in wet conditions,School grounds,CRITICAL,ELIMINATED,2023-03-27,25527.0,,Controls applied as per action plan
88600,3755,13954.0,,PHYSICAL,FALLING_OBJECTS,Unsecured items stored at height in Main Office,Main Office,MEDIUM,ELIMINATED,2023-03-27,25527.0,,Controls applied as per action plan
88601,3755,,,ENVIRONMENTAL,WEATHER,Ponding water near the sports field perimeter after rainfall,School grounds,MEDIUM,ELIMINATED,2024-03-02,25529.0,,Controls applied as per action plan
88602,3755,,,ENVIRONMENTAL,HEIGHTS,Inadequate ladder storage and inspection regime,School grounds,HIGH,OPEN,2024-03-02,25529.0,,
88603,3755,13955.0,,ENVIRONMENTAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,Sports Amenities,HIGH,MONITORING,2024-03-02,25529.0,,Controls applied as per action plan
88604,3755,,,ERGONOMIC,WEATHER,Ice formation on north-facing pathways in winter,School grounds,CRITICAL,OPEN,2024-09-21,25530.0,,
88605,3755,13955.0,,ERGONOMIC,WEATHER,Wind exposure to portable buildings near Sports Amenities,Sports Amenities,HIGH,CONTROLLED,2024-09-21,25530.0,,Controls applied as per action plan
88606,3755,13953.0,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in Block B,Block B,MEDIUM,MONITORING,2024-09-21,25530.0,,Controls applied as per action plan
88607,3755,,,CHEMICAL,FALLING_OBJECTS,Unsecured items stored at height in adjacent to the playground,School grounds,HIGH,ELIMINATED,2025-03-08,25531.0,,Controls applied as per action plan
88608,3755,13955.0,,ENVIRONMENTAL,WATER,Standing water creating mosquito breeding ground,Sports Amenities,MEDIUM,MONITORING,2025-03-08,25531.0,,Controls applied as per action plan
88609,3755,13954.0,,ENVIRONMENTAL,ELECTRICAL,Overhead power lines within reach of tree growth,Main Office,HIGH,CONTROLLED,2021-09-08,,24798.0,Controls applied as per action plan
88610,3755,,34972.0,ENVIRONMENTAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,OPEN,2021-09-08,,24798.0,
88611,3755,,,CHEMICAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,MEDIUM,ELIMINATED,2021-09-08,,24798.0,Controls applied as per action plan
88612,3755,13955.0,,STRUCTURAL,TREES,Large tree root lifting pathway surface,Sports Amenities,HIGH,OPEN,2021-11-04,,24799.0,
88613,3755,13955.0,,ERGONOMIC,WATER,Stormwater drain cover missing near playground,Sports Amenities,MEDIUM,ELIMINATED,2021-11-04,,24799.0,Controls applied as per action plan
88614,3755,13956.0,,ELECTRICAL,SLIP_TRIP_FALL,Worn carpet edge in Resource Centre creating trip point,Resource Centre,LOW,ELIMINATED,2021-11-04,,24799.0,Controls applied as per action plan
88615,3755,13954.0,,BIOLOGICAL,FALLING_OBJECTS,Unsecured items stored at height in Main Office,Main Office,HIGH,OPEN,2022-03-12,,24800.0,
88616,3755,13956.0,,ELECTRICAL,TREES,Dead branch overhanging walkway near Resource Centre,Resource Centre,HIGH,CONTROLLED,2023-02-08,,24801.0,Controls applied as per action plan
88617,3755,13955.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in Sports Amenities creating trip point,Sports Amenities,MEDIUM,OPEN,2024-06-18,,24802.0,
88618,3755,,34975.0,CHEMICAL,HEIGHTS,No edge protection on adjacent to the playground roof access,School grounds,HIGH,MONITORING,2024-06-18,,24802.0,Controls applied as per action plan
88619,3755,,,ERGONOMIC,ASBESTOS,Damaged soffit near the sports field perimeter potentially containing asbestos,School grounds,HIGH,MONITORING,2024-06-18,,24802.0,Controls applied as per action plan
88620,3756,,34988.0,ENVIRONMENTAL,HEIGHTS,No edge protection on the sports field perimeter roof access,School grounds,LOW,OPEN,2020-03-19,25532.0,,
88621,3756,,,ERGONOMIC,ASBESTOS,Asbestos register requires update for recent renovations,School grounds,MEDIUM,ELIMINATED,2020-03-19,25532.0,,Controls applied as per action plan
88622,3756,13960.0,,STRUCTURAL,ELECTRICAL,Overhead power lines within reach of tree growth,Metal Workshop,MEDIUM,ELIMINATED,2020-09-04,25533.0,,Controls applied as per action plan
88623,3756,13959.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in Junior Toilets creating trip point,Junior Toilets,MEDIUM,OPEN,2020-09-04,25533.0,,
88624,3756,,,PHYSICAL,WATER,Stormwater drain cover missing near playground,School grounds,HIGH,ELIMINATED,2020-09-04,25533.0,,Controls applied as per action plan
88625,3756,13960.0,,ERGONOMIC,SLIP_TRIP_FALL,Algae growth on pathway near Metal Workshop making surface slippery in wet conditions,Metal Workshop,HIGH,ELIMINATED,2021-03-26,25534.0,,Controls applied as per action plan
88626,3756,,34989.0,ENVIRONMENTAL,HEIGHTS,No edge protection on the main entrance roof access,School grounds,LOW,CONTROLLED,2021-09-05,25535.0,,Controls applied as per action plan
88627,3756,,,STRUCTURAL,FALLING_OBJECTS,Loose guttering on the sports field perimeter at risk of falling in high winds,School grounds,LOW,CONTROLLED,2021-09-05,25535.0,,Controls applied as per action plan
88628,3756,,,CHEMICAL,FALLING_OBJECTS,Unsecured items stored at height in near the car park,School grounds,MEDIUM,ELIMINATED,2021-09-05,25535.0,,Controls applied as per action plan
88629,3756,13957.0,,PHYSICAL,MACHINERY,Worn blade on grounds equipment stored in Junior Block,Junior Block,HIGH,ELIMINATED,2021-09-05,25535.0,,Controls applied as per action plan
88630,3756,13958.0,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in Main Office creating trip point,Main Office,HIGH,CONTROLLED,2022-03-10,25536.0,,Controls applied as per action plan
88631,3756,13957.0,,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in Junior Block,Junior Block,LOW,ELIMINATED,2022-09-15,25537.0,,Controls applied as per action plan
88632,3756,13959.0,,PHYSICAL,WEATHER,Ponding water near Junior Toilets after rainfall,Junior Toilets,HIGH,ELIMINATED,2023-03-01,25538.0,,Controls applied as per action plan
88633,3756,,34981.0,BIOLOGICAL,MACHINERY,Inadequate lockout procedure for machinery in near the car park,School grounds,MEDIUM,ELIMINATED,2023-09-12,25539.0,,Controls applied as per action plan
88634,3756,13957.0,,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in Junior Block,Junior Block,MEDIUM,OPEN,2023-09-12,25539.0,,
88635,3756,13959.0,,STRUCTURAL,TRAFFIC,No speed limit signage in school grounds,Junior Toilets,MEDIUM,OPEN,2023-09-12,25539.0,,
88636,3756,,,PHYSICAL,TREES,Large tree root lifting pathway surface,School grounds,CRITICAL,CONTROLLED,2024-03-12,25540.0,,Controls applied as per action plan
88637,3756,13960.0,,PHYSICAL,TREES,Large tree root lifting pathway surface,Metal Workshop,MEDIUM,CONTROLLED,2024-03-12,25540.0,,Controls applied as per action plan
88638,3756,,34984.0,ELECTRICAL,ASBESTOS,Damaged soffit near near the car park potentially containing asbestos,School grounds,CRITICAL,CONTROLLED,2024-03-12,25540.0,,Controls applied as per action plan
88639,3756,13959.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Algae growth on pathway near Junior Toilets making surface slippery in wet conditions,Junior Toilets,HIGH,ELIMINATED,2024-03-12,25540.0,,Controls applied as per action plan
88640,3756,,,ERGONOMIC,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,MEDIUM,MONITORING,2024-09-19,25541.0,,Controls applied as per action plan
88641,3756,13960.0,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near Metal Workshop making surface slippery in wet conditions,Metal Workshop,LOW,OPEN,2024-09-19,25541.0,,
88642,3756,,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in adjacent to the playground creating trip point,School grounds,MEDIUM,OPEN,2025-03-18,25542.0,,
88643,3756,,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near near the car park making surface slippery in wet conditions,School grounds,HIGH,OPEN,2025-03-18,25542.0,,
88644,3756,,,STRUCTURAL,FALLING_OBJECTS,Loose guttering on the sports field perimeter at risk of falling in high winds,School grounds,MEDIUM,ELIMINATED,2020-11-09,,24804.0,Controls applied as per action plan
88645,3756,,,STRUCTURAL,WATER,Stormwater drain cover missing near playground,School grounds,MEDIUM,ELIMINATED,2020-11-09,,24804.0,Controls applied as per action plan
88646,3756,13960.0,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near Metal Workshop making surface slippery in wet conditions,Metal Workshop,HIGH,OPEN,2020-06-26,,24805.0,
88647,3756,,34984.0,STRUCTURAL,TREES,Dead branch overhanging walkway near the northern boundary,School grounds,HIGH,MONITORING,2020-06-26,,24805.0,Controls applied as per action plan
88648,3756,,,CHEMICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,MEDIUM,CONTROLLED,2020-11-15,,24806.0,Controls applied as per action plan
88649,3756,,,PHYSICAL,MACHINERY,Missing guard on equipment in near the car park,School grounds,CRITICAL,CONTROLLED,2021-04-09,,24807.0,Controls applied as per action plan
88650,3756,13960.0,,STRUCTURAL,PLAYGROUND,Rusted bolt on swing frame,Metal Workshop,LOW,CONTROLLED,2021-04-09,,24807.0,Controls applied as per action plan
88651,3756,13960.0,,STRUCTURAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Metal Workshop,LOW,ELIMINATED,2021-07-22,,24808.0,Controls applied as per action plan
88652,3756,13958.0,,STRUCTURAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Main Office,LOW,OPEN,2021-07-22,,24808.0,
88653,3756,13959.0,,STRUCTURAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,Junior Toilets,LOW,ELIMINATED,2022-03-13,,24809.0,Controls applied as per action plan
88654,3756,,,STRUCTURAL,SLIP_TRIP_FALL,Uneven paving stones near the main entrance creating trip hazard,School grounds,LOW,ELIMINATED,2022-03-13,,24809.0,Controls applied as per action plan
88655,3756,13960.0,,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,Metal Workshop,LOW,CONTROLLED,2022-09-22,,24810.0,Controls applied as per action plan
88656,3756,13957.0,,PHYSICAL,WEATHER,Wind exposure to portable buildings near Junior Block,Junior Block,LOW,OPEN,2022-09-22,,24810.0,
88657,3756,,,STRUCTURAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,LOW,CONTROLLED,2022-09-22,,24810.0,Controls applied as per action plan
88658,3756,13959.0,,ELECTRICAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Junior Toilets,MEDIUM,CONTROLLED,2022-05-18,,24811.0,Controls applied as per action plan
88659,3756,,,STRUCTURAL,FALLING_OBJECTS,Loose guttering on the northern boundary at risk of falling in high winds,School grounds,CRITICAL,MONITORING,2022-05-18,,24811.0,Controls applied as per action plan
88660,3756,13958.0,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in Main Office,Main Office,CRITICAL,ELIMINATED,2022-05-18,,24811.0,Controls applied as per action plan
88661,3756,,,ENVIRONMENTAL,MACHINERY,Worn blade on grounds equipment stored in the main entrance,School grounds,CRITICAL,CONTROLLED,2023-08-24,,24812.0,Controls applied as per action plan
88662,3756,13957.0,,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,Junior Block,HIGH,MONITORING,2023-08-24,,24812.0,Controls applied as per action plan
88663,3756,13957.0,,PHYSICAL,TREES,Unstable tree identified near Junior Block boundary,Junior Block,LOW,ELIMINATED,2023-08-24,,24812.0,Controls applied as per action plan
88664,3756,13958.0,,ENVIRONMENTAL,TRAFFIC,No speed limit signage in school grounds,Main Office,HIGH,MONITORING,2023-09-18,,24813.0,Controls applied as per action plan
88665,3756,13957.0,,PHYSICAL,MACHINERY,Inadequate lockout procedure for machinery in Junior Block,Junior Block,LOW,ELIMINATED,2023-11-19,,24814.0,Controls applied as per action plan
88666,3756,,34986.0,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in the northern boundary,School grounds,MEDIUM,CONTROLLED,2024-03-22,,24816.0,Controls applied as per action plan
88667,3756,13959.0,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in Junior Toilets,Junior Toilets,CRITICAL,CONTROLLED,2024-03-22,,24816.0,Controls applied as per action plan
88668,3756,,,PHYSICAL,WATER,Standing water creating mosquito breeding ground,School grounds,CRITICAL,OPEN,2025-11-11,,24817.0,
88669,3756,13957.0,,BIOLOGICAL,ASBESTOS,Asbestos register requires update for recent renovations,Junior Block,CRITICAL,CONTROLLED,2025-11-11,,24817.0,Controls applied as per action plan
88670,3756,13957.0,,PHYSICAL,HEIGHTS,No edge protection on Junior Block roof access,Junior Block,MEDIUM,CONTROLLED,2025-11-11,,24817.0,Controls applied as per action plan
88671,3761,,,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,ELIMINATED,2020-03-27,25543.0,,Controls applied as per action plan
88672,3761,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in adjacent to the playground creating trip point,School grounds,LOW,CONTROLLED,2020-03-27,25543.0,,Controls applied as per action plan
88673,3761,,,ELECTRICAL,SLIP_TRIP_FALL,Worn carpet edge in near the car park creating trip point,School grounds,LOW,OPEN,2020-03-27,25543.0,,
88674,3761,,,ELECTRICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,HIGH,CONTROLLED,2020-03-27,25543.0,,Controls applied as per action plan
88675,3761,,34998.0,ERGONOMIC,SLIP_TRIP_FALL,Worn carpet edge in near the car park creating trip point,School grounds,HIGH,CONTROLLED,2020-09-22,25544.0,,Controls applied as per action plan
88676,3761,13963.0,,ELECTRICAL,WATER,Stormwater drain cover missing near playground,Staff Facilities,LOW,OPEN,2020-09-22,25544.0,,
88677,3761,,,ERGONOMIC,WATER,Standing water creating mosquito breeding ground,School grounds,HIGH,ELIMINATED,2020-09-22,25544.0,,Controls applied as per action plan
88678,3761,,,ENVIRONMENTAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,School grounds,HIGH,CONTROLLED,2020-09-22,25544.0,,Controls applied as per action plan
88679,3761,13961.0,,PHYSICAL,WATER,Stormwater drain cover missing near playground,Block E,CRITICAL,ELIMINATED,2021-09-19,25546.0,,Controls applied as per action plan
88680,3761,,,ELECTRICAL,ASBESTOS,Suspected ACM in ceiling tiles of the northern boundary (pre-1990 construction),School grounds,LOW,ELIMINATED,2021-09-19,25546.0,,Controls applied as per action plan
88681,3761,13964.0,,STRUCTURAL,ELECTRICAL,Overhead power lines within reach of tree growth,Fitness Centre,LOW,ELIMINATED,2022-03-26,25547.0,,Controls applied as per action plan
88682,3761,,,BIOLOGICAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,LOW,ELIMINATED,2022-09-06,25548.0,,Controls applied as per action plan
88683,3761,13964.0,,STRUCTURAL,PLAYGROUND,Rusted bolt on swing frame,Fitness Centre,MEDIUM,MONITORING,2022-09-06,25548.0,,Controls applied as per action plan
88684,3761,,,BIOLOGICAL,WATER,Standing water creating mosquito breeding ground,School grounds,HIGH,ELIMINATED,2023-09-15,25550.0,,Controls applied as per action plan
88685,3761,13963.0,,CHEMICAL,WATER,Stormwater drain cover missing near playground,Staff Facilities,LOW,MONITORING,2024-03-14,25551.0,,Controls applied as per action plan
88686,3761,13961.0,,PHYSICAL,ELECTRICAL,Damaged power point cover in Block E,Block E,LOW,OPEN,2024-03-14,25551.0,,
88687,3761,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in the main entrance creating trip point,School grounds,HIGH,MONITORING,2024-03-14,25551.0,,Controls applied as per action plan
88688,3761,13963.0,,PHYSICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,Staff Facilities,CRITICAL,CONTROLLED,2025-03-18,25553.0,,Controls applied as per action plan
88689,3761,,,ELECTRICAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,LOW,OPEN,2025-03-18,25553.0,,
88690,3761,13964.0,,PHYSICAL,TREES,Unstable tree identified near Fitness Centre boundary,Fitness Centre,LOW,ELIMINATED,2020-10-24,,24818.0,Controls applied as per action plan
