action_id,site_id,hazard_id,assessment_id,inspection_id,assigned_to_person_id,action_description,priority,due_date,completed_date,status,created_date,notes
44997,2855,69807.0,,19517.0,6366,Engage contractor for specialist repair,MEDIUM,2020-04-04,2020-03-19,COMPLETED,2020-02-02,
44998,2855,69809.0,,19519.0,6367,Repair or replace damaged infrastructure,HIGH,2022-08-30,,IN_PROGRESS,2022-08-07,
44999,2855,69812.0,,19520.0,6369,Remove or trim vegetation creating hazard,MEDIUM,2023-08-19,2023-08-06,COMPLETED,2023-06-23,
45000,2855,69812.0,,19520.0,6366,Improve lighting in affected area,LOW,2023-09-17,2023-09-14,COMPLETED,2023-06-23,
45001,2855,69812.0,,19520.0,6369,Install additional safety signage,MEDIUM,2023-08-25,2023-08-08,COMPLETED,2023-06-23,
45002,2855,69815.0,,19521.0,6367,Replace worn equipment,HIGH,2023-10-27,2023-10-15,COMPLETED,2023-09-25,
45003,2855,69815.0,,19521.0,6369,Repair or replace damaged infrastructure,HIGH,2023-10-27,2023-10-24,COMPLETED,2023-09-25,
45004,2855,69815.0,,19521.0,6369,Schedule professional inspection,LOW,2023-12-30,2023-12-11,COMPLETED,2023-09-25,
45005,2855,69817.0,,19522.0,6366,Install guard rail or barrier,LOW,2025-01-19,2025-01-14,COMPLETED,2024-10-26,
45006,2855,69820.0,,19523.0,6366,Update emergency procedures documentation,HIGH,2025-05-27,2025-05-24,COMPLETED,2025-05-03,
45007,2855,69820.0,,19523.0,6368,Engage contractor for specialist repair,LOW,2025-08-07,,OPEN,2025-05-03,
45008,2859,69823.0,20087.0,,6371,Install guard rail or barrier,MEDIUM,2020-05-20,,OVERDUE,2020-03-26,
45009,2859,69823.0,20087.0,,6371,Schedule professional inspection,CRITICAL,2020-04-12,2020-04-07,COMPLETED,2020-03-26,
45010,2859,69823.0,20087.0,,6370,Replace worn equipment,MEDIUM,2020-05-21,2020-05-09,COMPLETED,2020-03-26,
45011,2859,69827.0,20088.0,,6372,Engage contractor for specialist repair,HIGH,2020-10-23,,OVERDUE,2020-09-23,
45012,2859,69827.0,20088.0,,6370,Schedule professional inspection,HIGH,2020-10-23,2020-10-15,COMPLETED,2020-09-23,
45013,2859,69827.0,20088.0,,6371,Replace worn equipment,HIGH,2020-10-19,,IN_PROGRESS,2020-09-23,
45014,2859,69827.0,20088.0,,6371,Review and update risk register,MEDIUM,2020-11-17,2020-11-11,COMPLETED,2020-09-23,
45015,2859,69827.0,20088.0,,6371,Remove or trim vegetation creating hazard,HIGH,2020-10-21,,OVERDUE,2020-09-23,
45016,2859,69830.0,20089.0,,6372,Improve lighting in affected area,LOW,2021-06-19,,OVERDUE,2021-03-23,
45017,2859,69832.0,20090.0,,6370,Replace worn equipment,MEDIUM,2021-11-24,2021-11-17,COMPLETED,2021-09-22,
45018,2859,69832.0,20090.0,,6370,Review and update risk register,LOW,2021-12-20,2021-12-15,COMPLETED,2021-09-22,
45019,2859,69832.0,20090.0,,6372,Replace worn equipment,HIGH,2021-10-23,2021-10-11,COMPLETED,2021-09-22,
45020,2859,69834.0,20091.0,,6371,Improve lighting in affected area,LOW,2022-06-23,,OVERDUE,2022-03-24,
45021,2859,69834.0,20091.0,,6372,Repair or replace damaged infrastructure,MEDIUM,2022-05-20,2022-05-03,COMPLETED,2022-03-24,
45022,2859,69834.0,20091.0,,6371,Review and update risk register,LOW,2022-06-27,2022-06-05,COMPLETED,2022-03-24,
45023,2859,69836.0,20092.0,,6372,Apply anti-slip treatment to surface,MEDIUM,2022-11-13,2022-11-12,COMPLETED,2022-09-20,
45024,2859,69836.0,20092.0,,6372,Update emergency procedures documentation,HIGH,2022-10-18,2022-10-12,COMPLETED,2022-09-20,
45025,2859,69839.0,20094.0,,6371,Apply anti-slip treatment to surface,CRITICAL,2023-10-02,2023-09-26,COMPLETED,2023-09-12,
45026,2859,69839.0,20094.0,,6370,Schedule professional inspection,HIGH,2023-10-10,,OVERDUE,2023-09-12,
45027,2859,69839.0,20094.0,,6372,Install additional safety signage,MEDIUM,2023-11-16,,IN_PROGRESS,2023-09-12,
45028,2859,69840.0,20095.0,,6370,Review and update risk register,LOW,2024-06-20,2024-05-14,COMPLETED,2024-03-24,
45029,2859,69840.0,20095.0,,6370,Apply anti-slip treatment to surface,HIGH,2024-04-28,2024-04-24,COMPLETED,2024-03-24,
45030,2859,69841.0,20096.0,,6372,Repair or replace damaged infrastructure,MEDIUM,2024-11-11,2024-10-16,COMPLETED,2024-09-15,
45031,2859,69845.0,20097.0,,6371,Replace worn equipment,HIGH,2025-03-30,2025-03-29,COMPLETED,2025-03-03,
45032,2859,69845.0,20097.0,,6370,Schedule professional inspection,MEDIUM,2025-05-02,,OVERDUE,2025-03-03,
45033,2859,69845.0,20097.0,,6372,Remove or trim vegetation creating hazard,LOW,2025-06-05,,OVERDUE,2025-03-03,
45034,2859,69845.0,20097.0,,6372,Replace worn equipment,CRITICAL,2025-03-10,2025-03-08,COMPLETED,2025-03-03,
45035,2859,69845.0,20097.0,,6372,Apply anti-slip treatment to surface,MEDIUM,2025-04-30,,IN_PROGRESS,2025-03-03,
45036,2859,69848.0,,19524.0,6372,Schedule professional inspection,MEDIUM,2021-01-21,2021-01-18,COMPLETED,2020-11-18,
45037,2859,69848.0,,19524.0,6372,Install guard rail or barrier,MEDIUM,2021-01-21,2021-01-13,COMPLETED,2020-11-18,
45038,2859,69851.0,,19525.0,6370,Install additional safety signage,MEDIUM,2021-09-13,2021-08-22,COMPLETED,2021-07-21,
45039,2859,69851.0,,19525.0,6370,Update emergency procedures documentation,LOW,2021-10-12,2021-10-02,COMPLETED,2021-07-21,
45040,2859,69851.0,,19525.0,6371,Install additional safety signage,HIGH,2021-08-25,2021-08-19,COMPLETED,2021-07-21,
45041,2859,69853.0,,19527.0,6372,Improve lighting in affected area,MEDIUM,2023-01-07,2022-12-10,COMPLETED,2022-11-08,
45042,2859,69857.0,,19529.0,6372,Improve lighting in affected area,HIGH,2023-11-11,2023-10-28,COMPLETED,2023-10-08,
45043,2859,69859.0,,19530.0,6370,Apply anti-slip treatment to surface,CRITICAL,2024-07-08,2024-07-08,COMPLETED,2024-06-19,
45044,2859,69859.0,,19530.0,6372,Remove or trim vegetation creating hazard,MEDIUM,2024-08-11,2024-08-09,COMPLETED,2024-06-19,
45045,2859,69862.0,,19531.0,6372,Install additional safety signage,CRITICAL,2024-07-08,2024-07-02,COMPLETED,2024-06-24,
45046,2859,69862.0,,19531.0,6372,Schedule professional inspection,HIGH,2024-07-22,,OVERDUE,2024-06-24,
45047,2861,69866.0,20098.0,,6373,Schedule professional inspection,MEDIUM,2020-05-13,,IN_PROGRESS,2020-03-12,
45048,2861,69866.0,20098.0,,6374,Engage contractor for specialist repair,LOW,2020-06-04,,OVERDUE,2020-03-12,
45049,2861,69866.0,20098.0,,6376,Apply anti-slip treatment to surface,HIGH,2020-04-13,,IN_PROGRESS,2020-03-12,
45050,2861,69866.0,20098.0,,6375,Schedule professional inspection,LOW,2020-06-13,2020-05-03,COMPLETED,2020-03-12,
45051,2861,69866.0,20098.0,,6375,Improve lighting in affected area,MEDIUM,2020-05-11,,OVERDUE,2020-03-12,
45052,2861,69867.0,20100.0,,6373,Replace worn equipment,MEDIUM,2021-05-01,2021-04-03,COMPLETED,2021-03-06,
45053,2861,69869.0,20101.0,,6374,Update emergency procedures documentation,MEDIUM,2021-11-04,2021-10-21,COMPLETED,2021-09-09,
45054,2861,69869.0,20101.0,,6373,Conduct staff training on updated procedure,HIGH,2021-10-07,2021-10-06,COMPLETED,2021-09-09,
45055,2861,69872.0,20102.0,,6374,Engage contractor for specialist repair,MEDIUM,2022-05-17,,OVERDUE,2022-03-19,
45056,2861,69876.0,20104.0,,6376,Remove or trim vegetation creating hazard,HIGH,2023-04-11,2023-04-07,COMPLETED,2023-03-18,
45057,2861,69876.0,20104.0,,6376,Remove or trim vegetation creating hazard,HIGH,2023-04-14,2023-04-06,COMPLETED,2023-03-18,
45058,2861,69876.0,20104.0,,6375,Schedule professional inspection,HIGH,2023-04-16,2023-04-09,COMPLETED,2023-03-18,
45059,2861,69876.0,20104.0,,6375,Update emergency procedures documentation,HIGH,2023-04-17,,IN_PROGRESS,2023-03-18,
45060,2861,69878.0,20107.0,,6373,Review and update risk register,MEDIUM,2024-11-27,2024-11-25,COMPLETED,2024-09-24,
45061,2861,69880.0,20108.0,,6375,Review and update risk register,MEDIUM,2025-05-13,2025-05-01,COMPLETED,2025-03-16,
45062,2861,69883.0,,19533.0,6373,Remove or trim vegetation creating hazard,HIGH,2020-06-02,2020-05-25,COMPLETED,2020-05-08,
45063,2861,69883.0,,19533.0,6374,Engage contractor for specialist repair,HIGH,2020-05-31,2020-05-29,COMPLETED,2020-05-08,
45064,2861,69886.0,,19536.0,6374,Apply anti-slip treatment to surface,MEDIUM,2022-01-11,2021-12-14,COMPLETED,2021-11-15,
45065,2861,69888.0,,19539.0,6374,Apply anti-slip treatment to surface,HIGH,2023-07-14,2023-07-07,COMPLETED,2023-06-14,
45066,2861,69888.0,,19539.0,6375,Review and update risk register,LOW,2023-09-17,2023-08-09,COMPLETED,2023-06-14,
45067,2861,69889.0,,19540.0,6376,Remove or trim vegetation creating hazard,MEDIUM,2023-10-29,2023-10-21,COMPLETED,2023-09-02,
45068,2861,69895.0,,19544.0,6375,Review and update risk register,MEDIUM,2024-08-18,2024-07-20,COMPLETED,2024-06-24,
45069,2861,69895.0,,19544.0,6374,Update emergency procedures documentation,MEDIUM,2024-08-16,2024-08-05,COMPLETED,2024-06-24,
45070,2861,69895.0,,19544.0,6374,Apply anti-slip treatment to surface,HIGH,2024-07-27,,OVERDUE,2024-06-24,
45071,2862,69899.0,20109.0,,6379,Remove or trim vegetation creating hazard,HIGH,2020-04-09,2020-03-29,COMPLETED,2020-03-12,
45072,2862,69899.0,20109.0,,6379,Engage contractor for specialist repair,MEDIUM,2020-05-16,2020-05-04,COMPLETED,2020-03-12,
45073,2862,69899.0,20109.0,,6377,Repair or replace damaged infrastructure,CRITICAL,2020-03-19,2020-03-18,COMPLETED,2020-03-12,
45074,2862,69899.0,20109.0,,6377,Improve lighting in affected area,MEDIUM,2020-05-12,,IN_PROGRESS,2020-03-12,
45075,2862,69899.0,20109.0,,6377,Install guard rail or barrier,LOW,2020-06-05,,IN_PROGRESS,2020-03-12,
45076,2862,69903.0,20110.0,,6378,Remove or trim vegetation creating hazard,LOW,2020-12-15,2020-12-15,COMPLETED,2020-09-21,
45077,2862,69903.0,20110.0,,6378,Repair or replace damaged infrastructure,MEDIUM,2020-11-13,2020-10-17,COMPLETED,2020-09-21,
45078,2862,69903.0,20110.0,,6377,Improve lighting in affected area,MEDIUM,2020-11-15,,IN_PROGRESS,2020-09-21,
45079,2862,69903.0,20110.0,,6377,Schedule professional inspection,MEDIUM,2020-11-15,2020-11-08,COMPLETED,2020-09-21,
45080,2862,69905.0,20111.0,,6378,Install guard rail or barrier,HIGH,2021-04-27,2021-04-16,COMPLETED,2021-03-23,
45081,2862,69905.0,20111.0,,6377,Install additional safety signage,HIGH,2021-04-27,2021-04-14,COMPLETED,2021-03-23,
45082,2862,69905.0,20113.0,,6378,Remove or trim vegetation creating hazard,MEDIUM,2022-05-26,2022-05-09,COMPLETED,2022-03-25,
45083,2862,69911.0,20115.0,,6379,Engage contractor for specialist repair,MEDIUM,2023-05-10,,OVERDUE,2023-03-10,
45084,2862,69911.0,20115.0,,6378,Engage contractor for specialist repair,MEDIUM,2023-05-05,2023-04-11,COMPLETED,2023-03-10,
45085,2862,69911.0,20115.0,,6378,Apply anti-slip treatment to surface,MEDIUM,2023-05-07,2023-04-08,COMPLETED,2023-03-10,
45086,2862,69911.0,20115.0,,6377,Review and update risk register,MEDIUM,2023-05-12,2023-04-25,COMPLETED,2023-03-10,
45087,2862,69915.0,20117.0,,6377,Engage contractor for specialist repair,MEDIUM,2024-05-09,2024-04-14,COMPLETED,2024-03-07,
45088,2862,69915.0,20117.0,,6379,Conduct staff training on updated procedure,MEDIUM,2024-05-08,2024-04-25,COMPLETED,2024-03-07,
45089,2862,69915.0,20117.0,,6377,Install guard rail or barrier,MEDIUM,2024-05-08,,IN_PROGRESS,2024-03-07,
45090,2862,69915.0,20117.0,,6379,Apply anti-slip treatment to surface,LOW,2024-05-29,2024-04-18,COMPLETED,2024-03-07,
45091,2862,69919.0,20118.0,,6377,Improve lighting in affected area,HIGH,2024-10-12,2024-10-08,COMPLETED,2024-09-06,
45092,2862,69922.0,,19545.0,6377,Improve lighting in affected area,MEDIUM,2020-11-06,2020-10-17,COMPLETED,2020-09-09,
45093,2862,69922.0,,19545.0,6377,Conduct staff training on updated procedure,HIGH,2020-10-08,,IN_PROGRESS,2020-09-09,
45094,2862,69922.0,,19545.0,6378,Schedule professional inspection,MEDIUM,2020-11-05,2020-10-26,COMPLETED,2020-09-09,
45095,2862,69925.0,,19546.0,6378,Update emergency procedures documentation,HIGH,2020-07-07,2020-06-23,COMPLETED,2020-06-02,
45096,2862,69925.0,,19546.0,6378,Review and update risk register,LOW,2020-08-31,2020-08-14,COMPLETED,2020-06-02,
45097,2862,69925.0,,19546.0,6378,Remove or trim vegetation creating hazard,HIGH,2020-07-03,2020-06-19,COMPLETED,2020-06-02,
45098,2862,69931.0,,19550.0,6379,Install guard rail or barrier,HIGH,2022-04-14,2022-04-13,COMPLETED,2022-03-17,
45099,2862,69933.0,,19551.0,6378,Remove or trim vegetation creating hazard,MEDIUM,2022-04-28,2022-04-18,COMPLETED,2022-03-05,
45100,2862,69933.0,,19551.0,6379,Repair or replace damaged infrastructure,CRITICAL,2022-03-20,2022-03-14,COMPLETED,2022-03-05,
45101,2862,69936.0,,19552.0,6379,Replace worn equipment,HIGH,2023-06-30,2023-06-19,COMPLETED,2023-06-02,
45102,2862,69936.0,,19552.0,6379,Update emergency procedures documentation,HIGH,2023-06-25,2023-06-24,COMPLETED,2023-06-02,
45103,2862,69939.0,,19555.0,6377,Apply anti-slip treatment to surface,MEDIUM,2024-10-16,2024-10-12,COMPLETED,2024-08-16,
45104,2862,69939.0,,19555.0,6379,Install additional safety signage,MEDIUM,2024-10-10,2024-09-23,COMPLETED,2024-08-16,
45105,2862,69941.0,,19556.0,6378,Update emergency procedures documentation,MEDIUM,2025-06-29,,OVERDUE,2025-04-27,
45106,2863,69947.0,20123.0,,6381,Install guard rail or barrier,MEDIUM,2021-11-06,,OVERDUE,2021-09-11,
45107,2863,69947.0,20123.0,,6380,Update emergency procedures documentation,LOW,2021-12-03,2021-12-02,COMPLETED,2021-09-11,
45108,2863,69951.0,20125.0,,6380,Replace worn equipment,LOW,2022-12-17,2022-12-16,COMPLETED,2022-09-14,
45109,2863,69951.0,20125.0,,6381,Repair or replace damaged infrastructure,MEDIUM,2022-11-13,2022-10-19,COMPLETED,2022-09-14,
45110,2863,69951.0,20125.0,,6382,Update emergency procedures documentation,MEDIUM,2022-11-19,2022-11-17,COMPLETED,2022-09-14,
45111,2863,69954.0,20126.0,,6383,Update emergency procedures documentation,MEDIUM,2023-04-27,2023-03-29,COMPLETED,2023-03-03,
45112,2863,69958.0,20127.0,,6383,Replace worn equipment,CRITICAL,2023-09-25,,OVERDUE,2023-09-09,
45113,2863,69958.0,20127.0,,6383,Review and update risk register,MEDIUM,2023-11-04,,IN_PROGRESS,2023-09-09,
45114,2863,69958.0,20127.0,,6381,Update emergency procedures documentation,LOW,2023-12-11,2023-11-22,COMPLETED,2023-09-09,
45115,2863,69961.0,20128.0,,6382,Review and update risk register,HIGH,2024-04-28,2024-04-14,COMPLETED,2024-03-26,
45116,2863,69961.0,20128.0,,6383,Conduct staff training on updated procedure,MEDIUM,2024-05-19,2024-04-25,COMPLETED,2024-03-26,
45117,2863,69961.0,20128.0,,6383,Apply anti-slip treatment to surface,HIGH,2024-05-01,,OVERDUE,2024-03-26,
45118,2863,69961.0,20128.0,,6382,Remove or trim vegetation creating hazard,HIGH,2024-04-20,2024-04-11,COMPLETED,2024-03-26,
45119,2863,69961.0,20129.0,,6383,Replace worn equipment,MEDIUM,2024-11-22,,IN_PROGRESS,2024-09-18,
45120,2863,69963.0,20130.0,,6382,Remove or trim vegetation creating hazard,HIGH,2025-04-07,,IN_PROGRESS,2025-03-08,
45121,2863,69963.0,20130.0,,6382,Improve lighting in affected area,CRITICAL,2025-03-25,2025-03-20,COMPLETED,2025-03-08,
45122,2863,69963.0,20130.0,,6382,Apply anti-slip treatment to surface,MEDIUM,2025-05-07,2025-05-04,COMPLETED,2025-03-08,
45123,2863,69966.0,,19558.0,6380,Remove or trim vegetation creating hazard,LOW,2020-11-26,2020-10-16,COMPLETED,2020-08-27,
45124,2863,69969.0,,19559.0,6381,Replace worn equipment,MEDIUM,2020-07-26,,OVERDUE,2020-06-03,
45125,2863,69973.0,,19562.0,6383,Remove or trim vegetation creating hazard,CRITICAL,2022-11-20,2022-11-19,COMPLETED,2022-11-06,
45126,2863,69976.0,,19563.0,6380,Improve lighting in affected area,MEDIUM,2022-05-24,2022-05-17,COMPLETED,2022-04-01,
45127,2863,69976.0,,19563.0,6383,Apply anti-slip treatment to surface,MEDIUM,2022-05-28,2022-05-24,COMPLETED,2022-04-01,
45128,2863,69978.0,,19564.0,6383,Engage contractor for specialist repair,MEDIUM,2022-09-19,2022-08-30,COMPLETED,2022-07-21,
45129,2863,69978.0,,19564.0,6381,Engage contractor for specialist repair,MEDIUM,2022-09-19,2022-09-15,COMPLETED,2022-07-21,
45130,2863,69980.0,,19567.0,6383,Engage contractor for specialist repair,MEDIUM,2023-11-28,2023-11-02,COMPLETED,2023-10-02,
45131,2863,69980.0,,19567.0,6380,Review and update risk register,MEDIUM,2023-11-25,2023-11-01,COMPLETED,2023-10-02,
45132,2863,69983.0,,19568.0,6381,Schedule professional inspection,HIGH,2024-06-15,2024-06-01,COMPLETED,2024-05-10,
45133,2863,69983.0,,19568.0,6383,Repair or replace damaged infrastructure,CRITICAL,2024-05-23,2024-05-20,COMPLETED,2024-05-10,
45134,2863,69983.0,,19568.0,6383,Repair or replace damaged infrastructure,MEDIUM,2024-07-14,,IN_PROGRESS,2024-05-10,
45135,2863,69984.0,,19569.0,6381,Improve lighting in affected area,HIGH,2024-03-08,2024-02-26,COMPLETED,2024-02-11,
45136,2863,69985.0,,19570.0,6383,Install additional safety signage,MEDIUM,2024-04-06,2024-03-31,COMPLETED,2024-02-06,
45137,2865,69987.0,20131.0,,6385,Install guard rail or barrier,MEDIUM,2020-05-04,,IN_PROGRESS,2020-03-12,
45138,2865,69987.0,20131.0,,6386,Improve lighting in affected area,CRITICAL,2020-03-25,,IN_PROGRESS,2020-03-12,
45139,2865,69993.0,20134.0,,6386,Repair or replace damaged infrastructure,LOW,2021-12-06,2021-12-01,COMPLETED,2021-09-04,
45140,2865,69996.0,20136.0,,6385,Engage contractor for specialist repair,MEDIUM,2022-11-26,,IN_PROGRESS,2022-09-21,
45141,2865,69996.0,20136.0,,6384,Review and update risk register,MEDIUM,2022-11-13,,IN_PROGRESS,2022-09-21,
45142,2865,69999.0,20138.0,,6386,Replace worn equipment,LOW,2023-12-04,2023-11-26,COMPLETED,2023-09-06,
45143,2865,70002.0,20139.0,,6386,Replace worn equipment,HIGH,2024-04-12,2024-04-06,COMPLETED,2024-03-11,
45144,2865,70006.0,20140.0,,6386,Repair or replace damaged infrastructure,LOW,2024-12-10,2024-10-30,COMPLETED,2024-09-17,
45145,2865,70006.0,20140.0,,6386,Review and update risk register,MEDIUM,2024-11-21,,OVERDUE,2024-09-17,
45146,2865,70006.0,20140.0,,6386,Install guard rail or barrier,MEDIUM,2024-11-14,2024-11-12,COMPLETED,2024-09-17,
45147,2865,70009.0,20141.0,,6386,Conduct staff training on updated procedure,CRITICAL,2025-04-03,2025-03-30,COMPLETED,2025-03-17,
45148,2865,70012.0,,19573.0,6386,Remove or trim vegetation creating hazard,CRITICAL,2020-10-09,,OVERDUE,2020-09-22,
45149,2865,70012.0,,19573.0,6384,Schedule professional inspection,LOW,2020-12-24,,IN_PROGRESS,2020-09-22,
45150,2865,70015.0,,19575.0,6384,Install guard rail or barrier,LOW,2021-11-26,,IN_PROGRESS,2021-09-02,
45151,2865,70015.0,,19575.0,6385,Update emergency procedures documentation,HIGH,2021-10-02,2021-09-29,COMPLETED,2021-09-02,
45152,2865,70021.0,,19577.0,6384,Update emergency procedures documentation,HIGH,2021-05-24,2021-05-15,COMPLETED,2021-04-21,
45153,2865,70024.0,,19579.0,6385,Review and update risk register,MEDIUM,2022-09-15,2022-08-24,COMPLETED,2022-07-15,
45154,2866,70030.0,20142.0,,6387,Schedule professional inspection,CRITICAL,2020-04-05,2020-03-31,COMPLETED,2020-03-18,
45155,2866,70030.0,20142.0,,6389,Replace worn equipment,LOW,2020-06-10,2020-05-30,COMPLETED,2020-03-18,
45156,2866,70031.0,20144.0,,6387,Conduct staff training on updated procedure,CRITICAL,2021-04-12,2021-04-08,COMPLETED,2021-03-23,
45157,2866,70035.0,20145.0,,6389,Schedule professional inspection,MEDIUM,2021-11-11,2021-10-16,COMPLETED,2021-09-10,
45158,2866,70035.0,20145.0,,6388,Install guard rail or barrier,HIGH,2021-10-08,,IN_PROGRESS,2021-09-10,
45159,2866,70036.0,20146.0,,6387,Conduct staff training on updated procedure,HIGH,2022-04-11,2022-03-31,COMPLETED,2022-03-09,
45160,2866,70036.0,20146.0,,6389,Schedule professional inspection,CRITICAL,2022-03-22,2022-03-18,COMPLETED,2022-03-09,
45161,2866,70037.0,20147.0,,6389,Apply anti-slip treatment to surface,LOW,2022-12-22,2022-11-14,COMPLETED,2022-09-19,
45162,2866,70037.0,20147.0,,6389,Remove or trim vegetation creating hazard,CRITICAL,2022-09-27,,OVERDUE,2022-09-19,
45163,2866,70038.0,20148.0,,6387,Conduct staff training on updated procedure,MEDIUM,2023-05-25,2023-05-03,COMPLETED,2023-03-23,
45164,2866,70038.0,20148.0,,6387,Remove or trim vegetation creating hazard,MEDIUM,2023-05-19,2023-05-14,COMPLETED,2023-03-23,
45165,2866,70039.0,20151.0,,6388,Repair or replace damaged infrastructure,MEDIUM,2024-11-19,2024-10-31,COMPLETED,2024-09-15,
45166,2866,70040.0,20152.0,,6388,Apply anti-slip treatment to surface,HIGH,2025-04-16,2025-04-03,COMPLETED,2025-03-19,
45167,2866,70044.0,,19588.0,6389,Apply anti-slip treatment to surface,MEDIUM,2021-05-08,2021-04-11,COMPLETED,2021-03-04,
45168,2866,70044.0,,19588.0,6388,Update emergency procedures documentation,HIGH,2021-03-27,,IN_PROGRESS,2021-03-04,
45169,2866,70046.0,,19589.0,6389,Review and update risk register,MEDIUM,2022-09-19,,OVERDUE,2022-07-26,
45170,2866,70046.0,,19589.0,6387,Update emergency procedures documentation,MEDIUM,2022-09-26,,OVERDUE,2022-07-26,
45171,2866,70049.0,,19592.0,6387,Install additional safety signage,HIGH,2024-03-08,2024-02-26,COMPLETED,2024-02-06,
45172,2866,70049.0,,19592.0,6389,Install guard rail or barrier,MEDIUM,2024-03-30,2024-03-19,COMPLETED,2024-02-06,
45173,2866,70052.0,,19594.0,6387,Install guard rail or barrier,HIGH,2024-11-26,2024-11-14,COMPLETED,2024-10-23,
45174,2866,70052.0,,19594.0,6388,Schedule professional inspection,MEDIUM,2024-12-21,,OVERDUE,2024-10-23,
45175,2866,70052.0,,19594.0,6389,Install guard rail or barrier,LOW,2025-01-22,2025-01-18,COMPLETED,2024-10-23,
45176,2867,70054.0,20153.0,,6391,Schedule professional inspection,LOW,2020-06-16,2020-06-14,COMPLETED,2020-03-13,
45177,2867,70054.0,20153.0,,6392,Review and update risk register,CRITICAL,2020-03-29,2020-03-29,COMPLETED,2020-03-13,
45178,2867,70054.0,20153.0,,6391,Remove or trim vegetation creating hazard,LOW,2020-06-15,,OVERDUE,2020-03-13,
45179,2867,70055.0,20154.0,,6392,Conduct staff training on updated procedure,LOW,2020-11-29,2020-11-07,COMPLETED,2020-09-01,
45180,2867,70055.0,20154.0,,6391,Schedule professional inspection,MEDIUM,2020-10-28,2020-10-12,COMPLETED,2020-09-01,
45181,2867,70058.0,20155.0,,6392,Review and update risk register,HIGH,2021-04-15,2021-04-04,COMPLETED,2021-03-15,
45182,2867,70058.0,20155.0,,6390,Review and update risk register,LOW,2021-06-15,2021-06-05,COMPLETED,2021-03-15,
45183,2867,70061.0,20156.0,,6391,Review and update risk register,CRITICAL,2021-09-27,2021-09-22,COMPLETED,2021-09-15,
45184,2867,70061.0,20156.0,,6392,Install guard rail or barrier,LOW,2021-12-12,2021-11-16,COMPLETED,2021-09-15,
45185,2867,70061.0,20156.0,,6390,Engage contractor for specialist repair,MEDIUM,2021-11-08,2021-11-04,COMPLETED,2021-09-15,
45186,2867,70061.0,20156.0,,6390,Conduct staff training on updated procedure,MEDIUM,2021-11-09,,IN_PROGRESS,2021-09-15,
45187,2867,70065.0,20158.0,,6390,Schedule professional inspection,HIGH,2022-09-30,,IN_PROGRESS,2022-09-03,
45188,2867,70065.0,20159.0,,6390,Install guard rail or barrier,LOW,2023-06-10,2023-05-11,COMPLETED,2023-03-08,
45189,2867,70068.0,20161.0,,6392,Review and update risk register,HIGH,2024-04-18,2024-04-15,COMPLETED,2024-03-17,
45190,2867,70068.0,20161.0,,6392,Engage contractor for specialist repair,MEDIUM,2024-05-15,2024-05-12,COMPLETED,2024-03-17,
45191,2867,70069.0,20162.0,,6390,Update emergency procedures documentation,MEDIUM,2024-11-27,2024-11-18,COMPLETED,2024-09-26,
45192,2867,70069.0,20162.0,,6391,Repair or replace damaged infrastructure,LOW,2024-12-23,2024-11-27,COMPLETED,2024-09-26,
45193,2867,70071.0,20163.0,,6390,Install guard rail or barrier,MEDIUM,2025-05-23,2025-04-29,COMPLETED,2025-03-25,
45194,2867,70074.0,,19596.0,6391,Apply anti-slip treatment to surface,HIGH,2021-11-15,2021-11-07,COMPLETED,2021-10-14,
45195,2867,70074.0,,19596.0,6392,Install additional safety signage,HIGH,2021-11-10,2021-11-06,COMPLETED,2021-10-14,
45196,2867,70076.0,,19599.0,6391,Schedule professional inspection,MEDIUM,2022-08-31,2022-08-24,COMPLETED,2022-07-07,
45197,2867,70083.0,,19602.0,6392,Replace worn equipment,HIGH,2024-06-07,,OVERDUE,2024-05-13,
45198,2868,70087.0,20166.0,,6394,Remove or trim vegetation creating hazard,CRITICAL,2021-03-19,2021-03-15,COMPLETED,2021-03-11,
45199,2868,70087.0,20166.0,,6394,Conduct staff training on updated procedure,MEDIUM,2021-05-10,2021-04-21,COMPLETED,2021-03-11,
45200,2868,70089.0,20167.0,,6393,Remove or trim vegetation creating hazard,MEDIUM,2021-11-14,,IN_PROGRESS,2021-09-16,
45201,2868,70093.0,20168.0,,6394,Schedule professional inspection,HIGH,2022-04-06,2022-03-29,COMPLETED,2022-03-01,
45202,2868,70093.0,20168.0,,6394,Replace worn equipment,HIGH,2022-04-02,2022-04-02,COMPLETED,2022-03-01,
45203,2868,70097.0,20170.0,,6395,Review and update risk register,MEDIUM,2023-05-06,,OVERDUE,2023-03-03,
45204,2868,70100.0,20171.0,,6395,Install guard rail or barrier,HIGH,2023-10-19,2023-10-15,COMPLETED,2023-09-18,
45205,2868,70100.0,20171.0,,6394,Install additional safety signage,LOW,2023-12-19,2023-11-27,COMPLETED,2023-09-18,
45206,2868,70102.0,20172.0,,6394,Review and update risk register,MEDIUM,2024-05-08,2024-05-01,COMPLETED,2024-03-11,
45207,2868,70102.0,20172.0,,6394,Install additional safety signage,MEDIUM,2024-05-07,,OVERDUE,2024-03-11,
45208,2868,70107.0,,19603.0,6395,Apply anti-slip treatment to surface,MEDIUM,2020-12-02,2020-11-20,COMPLETED,2020-10-01,
