site_id,site_name,street_address,suburb,town_city,postal_code,latitude,longitude,location,region,territorial_authority,education_region,urban_rural,school_type,school_definition,authority,total_roll,equity_index,status
3778,Elmgrove School,74 Argyle Street ,,Mosgiel,9024.0,-45.87964,170.346074,POINT(170.346074 -45.87964),Otago Region,Dunedin City,"Otago, Southland",Medium urban area,Contributing,,State,300,460,Open
3779,Musselburgh School,34 Marlow Street ,Musselburgh,Dunedin,9012.0,-45.903489,170.514738,POINT(170.514738 -45.903489),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,138,500,Open
3783,North East Valley Normal School,248 North Road ,North East Valley,Dunedin,9010.0,-45.849266,170.530524,POINT(170.530524 -45.849266),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,181,450,Open
3784,Oamaru Intermediate,Pembroke Street ,,Oamaru,9400.0,-45.075693,170.984299,POINT(170.984299 -45.075693),Otago Region,Waitaki District,"Otago, Southland",Medium urban area,Intermediate,,State,290,477,Open
3785,Te Pākihi o Maru,Torridge Street ,,Oamaru,9400.0,-45.091738,170.971467,POINT(170.971467 -45.091738),Otago Region,Waitaki District,"Otago, Southland",Medium urban area,Contributing,,State,122,502,Open
3788,Omakau School,Deaker Street ,,Omakau,9352.0,-45.090941,169.60271,POINT(169.60271 -45.090941),Otago Region,Central Otago District,"Otago, Southland",Rural settlement,Full Primary,,State,84,449,Open
3789,Omarama School,State Highway 8 ,,Omarama,9448.0,-44.48905,169.962015,POINT(169.962015 -44.48905),Canterbury Region,Waitaki District,"Otago, Southland",Rural settlement,Full Primary,,State,28,434,Open
3790,Ōpoho School,96 Signal Hill Road ,Opoho,Dunedin,9010.0,-45.853619,170.533006,POINT(170.533006 -45.853619),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,121,410,Open
3795,Outram School,1 Beaumaris Street ,,Outram,9062.0,-45.861134,170.228273,POINT(170.228273 -45.861134),Otago Region,Dunedin City,"Otago, Southland",Rural settlement,Full Primary,,State,189,440,Open
3797,Palmerston School,Stromness Street ,,Palmerston,9430.0,-45.481031,170.719157,POINT(170.719157 -45.481031),Otago Region,Waitaki District,"Otago, Southland",Rural settlement,Contributing,,State,97,461,Open
3798,Papakaio School,17 Papakaio Road ,,Oamaru,9494.0,-44.989901,170.979614,POINT(170.979614 -44.989901),Otago Region,Waitaki District,"Otago, Southland",Rural other,Full Primary,,State,121,449,Open
3801,Pine Hill School (Dunedin),11 Hislop Street ,Pine Hill,Dunedin,9010.0,-45.846459,170.518163,POINT(170.518163 -45.846459),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,48,509,Open
3802,Poolburn School,1017 Ida Valley-Omakau Road ,,Oturehua,9387.0,-45.137217,169.696295,POINT(169.696295 -45.137217),Otago Region,Central Otago District,"Otago, Southland",Rural other,Full Primary,,State,29,431,Open
3803,Port Chalmers School,30A Albertson Avenue ,,Port Chalmers,9023.0,-45.821029,170.617507,POINT(170.617507 -45.821029),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Full Primary,,State,82,448,Open
3805,Portobello School,30 Harington Point Road ,Portobello,Dunedin,9014.0,-45.838224,170.6572,POINT(170.6572 -45.838224),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Full Primary,,State,57,450,Open
3807,Pūrākaunui School,8 Mihiwaka Station Road ,,Purakaunui,9081.0,-45.772776,170.631812,POINT(170.631812 -45.772776),Otago Region,Dunedin City,"Otago, Southland",Rural other,Full Primary,,State,9,443,Open
3808,Ravensbourne School,8 Wanaka Street ,Ravensbourne,Dunedin,9022.0,-45.864944,170.555576,POINT(170.555576 -45.864944),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,16,479,Open
3811,Romahapa School,School Road ,,Balclutha,9271.0,-46.34561,169.709372,POINT(169.709372 -46.34561),Otago Region,Clutha District,"Otago, Southland",Rural other,Full Primary,,State,67,438,Open
3812,Rosebank School (Balclutha),Frances Street ,,Balclutha,9230.0,-46.246557,169.72508,POINT(169.72508 -46.246557),Otago Region,Clutha District,"Otago, Southland",Small urban area,Full Primary,,State,208,465,Open
3815,Sacred Heart School (Dunedin),63 North Road ,North East Valley,Dunedin,9010.0,-45.853387,170.520981,POINT(170.520981 -45.853387),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State : Integrated,57,427,Open
3816,Te Whirika Sara Cohen Specialist School,38 Riselaw Road ,Calton Hill,Dunedin,9012.0,-45.898837,170.482778,POINT(170.482778 -45.898837),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Specialist School,Day Specialist,State,78,498,Open
3817,Sawyers Bay School,99 Stevenson Avenue ,Sawyers Bay,Port Chalmers,9023.0,-45.819742,170.601212,POINT(170.601212 -45.819742),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,113,432,Open
3819,St Bernadette's School (Forbury),16 Forbury Road ,,Dunedin,9012.0,-45.899843,170.484353,POINT(170.484353 -45.899843),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State : Integrated,181,425,Open
3820,St Brigids School (Tainui),57 Bayfield Road ,Andersons Bay,Dunedin,9013.0,-45.898059,170.527675,POINT(170.527675 -45.898059),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State : Integrated,73,399,Open
3822,St Francis Xavier School (Mornington),27 Benhar Street ,Mornington,Dunedin,9011.0,-45.888904,170.476152,POINT(170.476152 -45.888904),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State : Integrated,96,387,Open
3823,St Gerard's School (Alexandra),2 Station Street ,,Alexandra,9320.0,-45.249273,169.396538,POINT(169.396538 -45.249273),Otago Region,Central Otago District,"Otago, Southland",Small urban area,Full Primary,,State : Integrated,166,415,Open
3824,St John's School (Ranfurly),6 Stuart Road ,,Ranfurly,9332.0,-45.134172,170.096601,POINT(170.096601 -45.134172),Otago Region,Central Otago District,"Otago, Southland",Rural settlement,Full Primary,,State : Integrated,63,395,Open
3825,St Joseph's School (Oamaru),36 Usk Street ,,Oamaru,9400.0,-45.092549,170.970448,POINT(170.970448 -45.092549),Otago Region,Waitaki District,"Otago, Southland",Medium urban area,Full Primary,,State : Integrated,145,437,Open
3826,St Joseph's School (Balclutha),18 Stewart Street ,,Balclutha,9230.0,-46.240837,169.737186,POINT(169.737186 -46.240837),Otago Region,Clutha District,"Otago, Southland",Small urban area,Full Primary,,State : Integrated,67,410,Open
3827,St Joseph's Cathedral School,43 Elm Row ,City Rise,Dunedin,9016.0,-45.875888,170.497257,POINT(170.497257 -45.875888),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State : Integrated,150,401,Open
3829,St Leonard's School (Dunedin),29 St Leonards Drive ,Saint Leonards,Dunedin,9022.0,-45.846739,170.578318,POINT(170.578318 -45.846739),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,9,414,Open
3830,St Mary's School (Dunedin),6 A Cromwell Street ,Wakari,Dunedin,9010.0,-45.861479,170.480336,POINT(170.480336 -45.861479),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State : Integrated,58,403,Open
3831,St Mary's School (Milton),Chaucer Street ,,Milton,9220.0,-46.125212,169.961282,POINT(169.961282 -46.125212),Otago Region,Clutha District,"Otago, Southland",Small urban area,Contributing,,State : Integrated,63,465,Open
3832,St Mary's School (Mosgiel),87 Church Street ,,Mosgiel,9024.0,-45.881293,170.354878,POINT(170.354878 -45.881293),Otago Region,Dunedin City,"Otago, Southland",Medium urban area,Full Primary,,State : Integrated,132,408,Open
3834,St Peter Chanel School (Green Island),Main Road ,Green Island,Dunedin,9052.0,-45.903518,170.425204,POINT(170.425204 -45.903518),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Full Primary,,State : Integrated,47,427,Open
3835,St Clair School,135 Richardson Street ,St Clair,Dunedin,9012.0,-45.908179,170.493124,POINT(170.493124 -45.908179),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,359,422,Open
3836,Stirling School,2 Boyd Street ,,Stirling,9231.0,-46.248153,169.779596,POINT(169.779596 -46.248153),Otago Region,Clutha District,"Otago, Southland",Rural settlement,Full Primary,,State,80,469,Open
3837,Strath Taieri School,Swansea Street ,,Middlemarch,9596.0,-45.504741,170.119398,POINT(170.119398 -45.504741),Otago Region,Dunedin City,"Otago, Southland",Rural settlement,Full Primary,,State,40,432,Open
3839,Tahuna Normal Intermediate,31 Auld Street ,Musselburgh,Dunedin,9012.0,-45.903952,170.517529,POINT(170.517529 -45.903952),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Intermediate,,State,494,442,Open
3840,Taieri Beach School,Moturata Road ,Taieri Mouth,Brighton,9091.0,-46.071794,170.194988,POINT(170.194988 -46.071794),Otago Region,Clutha District,"Otago, Southland",Rural settlement,Full Primary,,State,5,538,Open
3841,Tainui School,41 Tahuna Road ,Tainui,Dunedin,9013.0,-45.903233,170.524692,POINT(170.524692 -45.903233),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,254,441,Open
3842,Tapanui School,Sussex Street ,,Tapanui,9522.0,-45.941742,169.260478,POINT(169.260478 -45.941742),Otago Region,Clutha District,"Otago, Southland",Rural settlement,Contributing,,State,73,445,Open
3843,Tarras School,2812 Tarras-Cromwell Road ,,Tarras,9383.0,-44.837524,169.412277,POINT(169.412277 -44.837524),Otago Region,Central Otago District,"Otago, Southland",Rural other,Full Primary,,State,31,443,Open
3844,The Terrace School (Alexandra),Marslin Street ,,Alexandra,9320.0,-45.243476,169.388799,POINT(169.388799 -45.243476),Otago Region,Central Otago District,"Otago, Southland",Small urban area,Full Primary,,State,283,445,Open
3845,Tokoiti School,2 Leman Street ,Tokoiti,Milton,9220.0,-46.131623,169.971265,POINT(169.971265 -46.131623),Otago Region,Clutha District,"Otago, Southland",Small urban area,Contributing,,State,37,525,Open
3847,Totara School,633 Fortification Road ,,Alma,9495.0,-45.119587,170.896877,POINT(170.896877 -45.119587),Otago Region,Waitaki District,"Otago, Southland",Rural other,Full Primary,,State,18,450,Open
3850,Waihola District School,Kilgour Street ,,Waihola,9243.0,-46.021197,170.099846,POINT(170.099846 -46.021197),Otago Region,Clutha District,"Otago, Southland",Rural settlement,Full Primary,,State,26,461,Open
3851,Waikoikoi School,22 Koi Flat Road ,,Waikoikoi,9771.0,-46.007622,169.153397,POINT(169.153397 -46.007622),Otago Region,Clutha District,"Otago, Southland",Rural other,Contributing,,State,12,490,Open
3852,Waikouaiti School,6 Malloch Street ,,Waikouaiti,9510.0,-45.596272,170.673457,POINT(170.673457 -45.596272),Otago Region,Dunedin City,"Otago, Southland",Small urban area,Contributing,,State,90,440,Open
3855,Waitahuna School,18 Sunderland Street ,,Waitahuna,9593.0,-45.986387,169.7591,POINT(169.7591 -45.986387),Otago Region,Clutha District,"Otago, Southland",Rural other,Contributing,,State,6,490,Open
3857,Waitati School,Mount Cargill Road ,,Waitati,9085.0,-45.75501,170.57295,POINT(170.57295 -45.75501),Otago Region,Dunedin City,"Otago, Southland",Rural other,Full Primary,,State,53,421,Open
3858,Waiwera South School,May Street ,,Waiwera South,9584.0,-46.216283,169.4894,POINT(169.4894 -46.216283),Otago Region,Clutha District,"Otago, Southland",Rural other,Full Primary,,State,31,439,Open
3859,Wakari School,150 Helensburgh Road ,Wakari,Dunedin,9010.0,-45.856391,170.479808,POINT(170.479808 -45.856391),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Contributing,,State,302,440,Open
3861,Warepa School,Old Port Road ,,Balclutha,9273.0,-46.269676,169.622693,POINT(169.622693 -46.269676),Otago Region,Clutha District,"Otago, Southland",Rural other,Full Primary,,State,65,433,Open
3862,Warrington School,Ferguson Street ,,Warrington,9449.0,-45.709508,170.595678,POINT(170.595678 -45.709508),Otago Region,Dunedin City,"Otago, Southland",Rural settlement,Full Primary,,State,37,397,Open
3864,Weston School,1 Charles Street ,,Weston,9401.0,-45.078621,170.918495,POINT(170.918495 -45.078621),Otago Region,Waitaki District,"Otago, Southland",Medium urban area,Full Primary,,State,243,434,Open
3930,Arrowtown School,9 Chalmers Place ,,Arrowtown,9351.0,-44.948448,168.838744,POINT(168.838744 -44.948448),Otago Region,Queenstown-Lakes District,"Otago, Southland",Small urban area,Full Primary,,State,433,395,Open
3932,Balfour School,131 Queen Street ,,Balfour,9746.0,-45.842766,168.585454,POINT(168.585454 -45.842766),Southland Region,Southland District,"Otago, Southland",Rural settlement,Contributing,,State,69,421,Open
3935,Hillside Primary School,24 McCaughan Street ,,Browns,9781.0,-46.149181,168.422707,POINT(168.422707 -46.149181),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,17,454,Open
3938,Hauroko Valley Primary School,956 Clifden Highway ,,Tuatapere,9691.0,-46.052018,167.712473,POINT(167.712473 -46.052018),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,74,428,Open
3943,Dipton School,1935 South Hillend-Dipton Road ,,Dipton,9791.0,-45.890816,168.352161,POINT(168.352161 -45.890816),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,45,421,Open
3946,East Gore School,3 Wentworth Street ,,Gore,9710.0,-46.091738,168.960487,POINT(168.960487 -46.091738),Southland Region,Gore District,"Otago, Southland",Small urban area,Contributing,,State,122,518,Open
3947,Edendale School (Southland),24 Salford Street ,,Edendale,9825.0,-46.311623,168.782136,POINT(168.782136 -46.311623),Southland Region,Southland District,"Otago, Southland",Rural settlement,Contributing,,State,120,431,Open
3953,Garston School,Kingston-Garston Highway ,,Garston,9750.0,-45.464451,168.689209,POINT(168.689209 -45.464451),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,24,429,Open
3955,Glenorchy School,Oban Street ,,Glenorchy,9350.0,-44.85065,168.38703,POINT(168.38703 -44.85065),Otago Region,Queenstown-Lakes District,"Otago, Southland",Rural settlement,Full Primary,,State,29,406,Open
3956,Gore Main School,Ardwick Street ,,Gore,9710.0,-46.095941,168.9406,POINT(168.9406 -46.095941),Southland Region,Gore District,"Otago, Southland",Small urban area,Contributing,,State,204,455,Open
3957,Gorge Road School,4 Factory Road ,,Invercargill,9875.0,-46.473899,168.700489,POINT(168.700489 -46.473899),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,26,460,Open
3961,Halfmoon Bay School,Ayr Street ,Half Moon Bay,Stewart Island,9846.0,-46.899076,168.128157,POINT(168.128157 -46.899076),Southland Region,Southland District,"Otago, Southland",Rural settlement,Full Primary,,State,31,453,Open
3963,Heddon Bush School,233 Hall Road ,,Winton,9783.0,-46.077844,168.15396,POINT(168.15396 -46.077844),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,66,439,Open
3964,Hedgehope School,2250 Winton-Hedgehope Highway ,Hedgehope,Invercargill,9872.0,-46.207473,168.542016,POINT(168.542016 -46.207473),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,55,440,Open
3966,Invercargill Middle School,31 Jed Street ,,Invercargill,9810.0,-46.411325,168.357545,POINT(168.357545 -46.411325),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Contributing,,State,157,484,Open
3967,Windsor North School,91 Chelmsford Street ,Windsor,Invercargill,9810.0,-46.39323,168.366486,POINT(168.366486 -46.39323),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Contributing,,State,315,422,Open
3973,Knapdale School,Knapdale Road ,,Gore,9773.0,-46.009975,168.918606,POINT(168.918606 -46.009975),Southland Region,Gore District,"Otago, Southland",Rural other,Full Primary,,State,53,455,Open
3975,Limehills School,Derby Road ,,Limehills,9783.0,-46.065238,168.328799,POINT(168.328799 -46.065238),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,135,429,Open
3977,Lochiel School,Smith Road ,,Lochiel,9781.0,-46.205986,168.335175,POINT(168.335175 -46.205986),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,77,432,Open
3980,Lumsden School,19 Maria Street ,,Lumsden,9730.0,-45.740712,168.448531,POINT(168.448531 -45.740712),Southland Region,Southland District,"Otago, Southland",Rural settlement,Contributing,,State,88,458,Open
3982,Makarewa School,56 Flora Road ,Makarewa,Invercargill,9876.0,-46.329975,168.348432,POINT(168.348432 -46.329975),Southland Region,Invercargill City,"Otago, Southland",Rural other,Contributing,,State,149,440,Open
3984,Mararoa School,State Highway 94 ,,Te Anau,9672.0,-45.544994,167.894436,POINT(167.894436 -45.544994),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,28,425,Open
3986,Mataura School,Oakland Street ,,Mataura,9712.0,-46.193131,168.862887,POINT(168.862887 -46.193131),Southland Region,Gore District,"Otago, Southland",Small urban area,Contributing,,State,55,514,Open
3990,Mossburn School,28 Surrey Street ,,Mossburn,9747.0,-45.668072,168.23773,POINT(168.23773 -45.668072),Southland Region,Southland District,"Otago, Southland",Rural settlement,Contributing,,State,55,427,Open
3991,Myross Bush School,288 Mill Road North ,,Myross Bush,9872.0,-46.37283,168.417815,POINT(168.417815 -46.37283),Southland Region,Invercargill City,"Otago, Southland",Rural other,Contributing,,State,170,414,Open
3997,Otama School,12 McBain Road RD 3 ,Otama,Gore,9773.0,-45.960151,168.8666,POINT(168.8666 -45.960151),Southland Region,Gore District,"Otago, Southland",Rural other,Full Primary,,State,18,442,Open
4000,Otatara School,146 Dunns Road ,Otatara,Invercargill,9879.0,-46.431486,168.29038,POINT(168.29038 -46.431486),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Contributing,,State,237,412,Open
4001,Otautau School,Elles Road ,,Otautau,9610.0,-46.140681,167.993263,POINT(167.993263 -46.140681),Southland Region,Southland District,"Otago, Southland",Rural settlement,Full Primary,,State,129,461,Open
4003,Pukerau School,Pukerau Street ,,Gore,9772.0,-46.097802,169.095347,POINT(169.095347 -46.097802),Southland Region,Gore District,"Otago, Southland",Rural other,Contributing,,State,55,439,Open
4005,Queenstown Primary School,20 Robins Road ,,Queenstown,9300.0,-45.027455,168.659531,POINT(168.659531 -45.027455),Otago Region,Queenstown-Lakes District,"Otago, Southland",Medium urban area,Full Primary,,State,514,402,Open
4006,Rimu School,442 Rimu Road ,Rimu,Invercargill,9871.0,-46.400294,168.501456,POINT(168.501456 -46.400294),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,101,446,Open
4007,Riversdale School,Rutland Street ,,Riversdale,9744.0,-45.900912,168.738412,POINT(168.738412 -45.900912),Southland Region,Southland District,"Otago, Southland",Rural settlement,Full Primary,,State,138,441,Open
4008,Riverton School,Leader Street ,,Riverton,9822.0,-46.351828,168.019399,POINT(168.019399 -46.351828),Southland Region,Southland District,"Otago, Southland",Small urban area,Contributing,,State,132,469,Open
4011,Ruru Special School,Ruru Street ,,Invercargill,9810.0,-46.376766,168.346021,POINT(168.346021 -46.376766),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Specialist School,Day Specialist,State,127,519,Open
4013,Sacred Heart School (Waikiwi),435 North Road ,Waikiwi,Invercargill,9810.0,-46.37023,168.349381,POINT(168.349381 -46.37023),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Contributing,,State : Integrated,88,430,Open
4014,Salford School,110 Lamond Street ,Hargest,Invercargill,9810.0,-46.38791,168.374499,POINT(168.374499 -46.38791),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Contributing,,State,241,422,Open
4016,St Joseph's School (Queenstown),25 Beetham Street ,,Queenstown,9300.0,-45.030916,168.665444,POINT(168.665444 -45.030916),Otago Region,Queenstown-Lakes District,"Otago, Southland",Medium urban area,Full Primary,,State : Integrated,128,393,Open
4017,St Joseph's School (Invercargill),70 Eye Street ,,Invercargill,9812.0,-46.416503,168.352158,POINT(168.352158 -46.416503),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Full Primary,,State : Integrated,153,465,Open
4018,St Mary's School (Gore),14 Ardwick Street ,,Gore,9740.0,-46.102671,168.940616,POINT(168.940616 -46.102671),Southland Region,Gore District,"Otago, Southland",Small urban area,Contributing,,State : Integrated,196,429,Open
4019,St Patrick's School (Nightcaps),11 Digger Street ,,Nightcaps,9630.0,-45.971547,168.036222,POINT(168.036222 -45.971547),Southland Region,Southland District,"Otago, Southland",Rural settlement,Full Primary,,State : Integrated,17,544,Open
4020,St Patrick's School (Invercargill),161 Metzger Street ,Georgetown,Invercargill,9812.0,-46.426717,168.376955,POINT(168.376955 -46.426717),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Contributing,,State : Integrated,277,468,Open
4021,St Teresa's School (Bluff),181 Foyle Street ,,Bluff,9814.0,-46.600046,168.335097,POINT(168.335097 -46.600046),Southland Region,Invercargill City,"Otago, Southland",Small urban area,Full Primary,,State : Integrated,6,501,Open
4022,St Theresa's School (Invercargill),161 King Street   ,,Invercargill,9810.0,-46.398765,168.371623,POINT(168.371623 -46.398765),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Contributing,,State : Integrated,272,405,Open
4023,St Thomas School (Winton),1 Church Street ,,Winton,9741.0,-46.150501,168.326635,POINT(168.326635 -46.150501),Southland Region,Southland District,"Otago, Southland",Small urban area,Full Primary,,State : Integrated,91,407,Open
4026,Te Anau School,181 Milford Road ,,Te Anau,9600.0,-45.413459,167.718043,POINT(167.718043 -45.413459),Southland Region,Southland District,"Otago, Southland",Small urban area,Contributing,,State,273,429,Open
4027,Te Tipua School,775 State Highway 96 ,,Gore,9774.0,-46.185376,168.762641,POINT(168.762641 -46.185376),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,36,507,Open
4028,Thornbury School,28 Muriel Street ,,Thornbury,9883.0,-46.290924,168.095707,POINT(168.095707 -46.290924),Southland Region,Southland District,"Otago, Southland",Rural other,Contributing,,State,70,438,Open
4029,Tisbury School,3 Boundary Road ,,Invercargill,9844.0,-46.444979,168.39987,POINT(168.39987 -46.444979),Southland Region,Invercargill City,"Otago, Southland",Rural other,Contributing,,State,118,467,Open
4030,Tokanui School,18 Duncan Street ,,Tokanui,9884.0,-46.563166,168.946581,POINT(168.946581 -46.563166),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,49,462,Open
4032,Tuturau Primary School,285 Shanks Road ,,Gore,9774.0,-46.251607,168.856132,POINT(168.856132 -46.251607),Southland Region,Southland District,"Otago, Southland",Rural other,Contributing,,State,22,487,Open
4034,Waianiwa School,244 Argyle Otahuti Road ,,Waianiwa,9874.0,-46.296381,168.252395,POINT(168.252395 -46.296381),Southland Region,Southland District,"Otago, Southland",Rural other,Full Primary,,State,57,438,Open
4035,Waihopai School,121 Herbert Street ,Gladstone,Invercargill,9810.0,-46.395359,168.354578,POINT(168.354578 -46.395359),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Contributing,,State,336,428,Open
4036,Waikaia School,22 Leamington Street ,,Waikaia,9745.0,-45.723914,168.848074,POINT(168.848074 -45.723914),Southland Region,Southland District,"Otago, Southland",Rural settlement,Full Primary,,State,24,407,Open
4037,Waikaka School,22 Matheson Road ,,Gore,9775.0,-45.92637,169.017531,POINT(169.017531 -45.92637),Southland Region,Gore District,"Otago, Southland",Rural other,Full Primary,,State,59,430,Open
4046,Wallacetown School,34 Mauchline Street ,,Wallacetown,9816.0,-46.332255,168.289807,POINT(168.289807 -46.332255),Southland Region,Southland District,"Otago, Southland",Rural settlement,Contributing,,State,75,461,Open
4047,Waverley Park School,55 Eden Crescent ,Glengarry,Invercargill,9810.0,-46.396542,168.384216,POINT(168.384216 -46.396542),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Contributing,,State,249,495,Open
4050,West Gore School,120 Kitchener Street ,,Gore,9710.0,-46.108154,168.927419,POINT(168.927419 -46.108154),Southland Region,Gore District,"Otago, Southland",Small urban area,Contributing,,State,149,482,Open
4052,Winton School,Eglinton Street ,,Winton,9741.0,-46.148076,168.326786,POINT(168.326786 -46.148076),Southland Region,Southland District,"Otago, Southland",Small urban area,Full Primary,,State,263,471,Open
4053,Woodlands Primary School,Woodlands ,,Invercargill,9871.0,-46.35864,168.558137,POINT(168.558137 -46.35864),Southland Region,Southland District,"Otago, Southland",Rural settlement,Contributing,,State,103,440,Open
4054,Wyndham School,40 Florence Street ,,Wyndham,9831.0,-46.324627,168.843097,POINT(168.843097 -46.324627),Southland Region,Southland District,"Otago, Southland",Rural settlement,Contributing,,State,135,455,Open
4100,Balmoral S D A School,10 Wiremu Street ,Balmoral,Auckland,1342.0,-36.887836,174.745772,POINT(174.745772 -36.887836),Auckland Region,Albert-Eden Local Board Area,Tāmaki Herenga Manawa,Major urban area,Full Primary,,State : Integrated,65,441,Open
4101,Carncot Independent School,263 Broadway Avenue ,,Palmerston North,4414.0,-40.349801,175.621747,POINT(175.621747 -40.349801),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,Private : Fully Registered,129,0,Open
4104,Hadlow Preparatory School,68 High Street ,,Masterton,5810.0,-40.959594,175.641069,POINT(175.641069 -40.959594),Wellington Region,Masterton District,Wellington,Medium urban area,Full Primary,,State : Integrated,195,386,Open
4105,Hamilton Seventh-Day Adventist School,46 Annebrook Road ,Hillcrest,Hamilton,3283.0,-37.806791,175.338495,POINT(175.338495 -37.806791),Waikato Region,Waikato District,Waikato,Rural other,Full Primary,,State : Integrated,119,425,Open
4107,Parkside Christian S D A School,135 Tait Drive ,Greenmeadows,Napier,4145.0,-39.526062,176.865859,POINT(176.865859 -39.526062),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Full Primary,,State : Integrated,59,471,Open
4108,Hereworth School,118 Te Mata Road ,,Havelock North,4157.0,-39.666625,176.890916,POINT(176.890916 -39.666625),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Medium urban area,Full Primary,,Private : Fully Registered,332,0,Open
4109,Hōhepa School,21 Fryer Road ,Poraiti,Napier,4141.0,-39.503209,176.846228,POINT(176.846228 -39.503209),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Composite,,Private : Fully Registered,28,0,Open
4111,Huntley School (Marton),Wanganui Road ,,Marton,4741.0,-40.064434,175.360967,POINT(175.360967 -40.064434),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,Private : Fully Registered,164,0,Open
4112,Southland Adventist Christian School,21 Durham Street ,Waikiwi,Invercargill,9843.0,-46.375658,168.34555,POINT(168.34555 -46.375658),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Full Primary,,State : Integrated,127,439,Open
4116,King's School (Remuera),258 Remuera Road ,Remuera,Auckland,1541.0,-36.879469,174.792272,POINT(174.792272 -36.879469),Auckland Region,Ōrākei Local Board Area,Tāmaki Herenga Manawa,Major urban area,Full Primary,,Private : Fully Registered,761,0,Open
4117,Liberton Christian School,5 Hillary Street ,Pine Hill,Dunedin,9041.0,-45.847573,170.512966,POINT(170.512966 -45.847573),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Full Primary,,State : Integrated,135,379,Open
4118,Medbury Preparatory School,109 Clyde Road ,Fendalton,Christchurch,8540.0,-43.521889,172.589114,POINT(172.589114 -43.521889),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Full Primary,,Private : Fully Registered,372,0,Open
4119,Wellington Hills Christian College,19-21 Broderick Road ,Johnsonville,Wellington,6037.0,-41.224871,174.806183,POINT(174.806183 -41.224871),Wellington Region,Wellington City,Wellington,Major urban area,Composite,,State : Integrated,168,414,Open
4121,Nelson College For Girls Prep School,Trafalgar Street South ,,Nelson,7040.0,-41.279531,173.283068,POINT(173.283068 -41.279531),Nelson Region,Nelson City,"Nelson, Marlborough, West Coast",Large urban area,Intermediate,,Private : Fully Registered,96,0,Open
